kaisai_date,race_id,race_name,racecourse,race_number,surface,distance_m,start_time,field_size
20260911,202645091101,C3三四,川崎,1,ダ,1400,15:00,12
20260911,202645091102,3歳6,川崎,2,ダ,1400,15:30,9
20260911,202645091103,スパーキングデビュー新馬(2歳),川崎,3,ダ,900,16:00,6
20260911,202645091104,スパーキングデビュー新馬(2歳),川崎,4,ダ,900,16:30,7
20260911,202645091105,スパーキングデビュー新馬(2歳),川崎,5,ダ,1400,17:00,7
20260911,202645091106,3歳5,川崎,6,ダ,1400,17:30,12
20260911,202645091107,シャイニングトレジャー賞(2歳),川崎,7,ダ,1500,18:00,7
20260911,202645091108,スピア賞(3歳),川崎,8,ダ,900,18:30,12
20260911,202645091109,ちくさんフードフェア2026記念杯(C3),川崎,9,ダ,1400,19:05,12
20260911,202645091110,旗印賞(C1),川崎,10,ダ,1600,19:40,12
20260911,202645091111,明鏡止水賞(A2B1),川崎,11,ダ,900,20:15,12
20260911,202645091112,アクルックス賞(B3),川崎,12,ダ,2000,20:50,14
20260911,202647091101,祝!!平林生誕30周年記念杯☆(3歳),笠松,1,ダ,1400,11:20,8
20260911,202647091102,お母さん誕生日おめでとう記念(3歳),笠松,2,ダ,1400,11:50,7
20260911,202647091103,りょうとくん誕生日おめでとう杯(3歳),笠松,3,ダ,1400,12:25,8
20260911,202647091104,C級セレクション,笠松,4,ダ,1400,12:55,10
20260911,202647091105,十六夜特別(3歳),笠松,5,ダ,1400,13:30,10
20260911,202647091106,珈乃琲ノ樹5周年記念の一杯(3歳),笠松,6,ダ,1400,14:00,7
20260911,202647091107,3歳8組,笠松,7,ダ,1400,14:35,7
20260911,202647091108,C5組,笠松,8,ダ,1400,15:10,8
20260911,202647091109,西日本3歳優駿重賞,笠松,9,ダ,1900,15:40,12
20260911,202647091110,マックル賞(C),笠松,10,ダ,1580,16:20,8
20260911,202647091111,シルバーウィークは、笠松ラボ(C),笠松,11,ダ,1400,16:50,9
20260911,202650091101,C3三,園田,1,ダ,1400,14:20,9
20260911,202650091102,2歳二,園田,2,ダ,1230,14:50,7
20260911,202650091103,2歳一,園田,3,ダ,1230,15:30,8
20260911,202650091104,C2二,園田,4,ダ,1400,16:00,7
20260911,202650091105,C2一,園田,5,ダ,1400,16:30,8
20260911,202650091106,C1,園田,6,ダ,1700,17:00,8
20260911,202650091107,A1A2,園田,7,ダ,1230,17:40,7
20260911,202650091108,C3二,園田,8,ダ,1400,18:10,9
20260911,202650091109,C3,園田,9,ダ,820,18:45,10
20260911,202650091110,新月賞C3一,園田,10,ダ,1400,19:20,10
20260911,202650091111,TEL杯A1,園田,11,ダ,1230,19:55,9
20260911,202650091112,蒼玉特別C2,園田,12,ダ,1230,20:30,12
