race_id,segment_index,lap_time_sec
202642080701,1,6.7
202642080701,2,12.3
202642080701,3,12.0
202642080701,4,13.1
202642080701,5,11.8
202642080701,6,13.3
202642080701,7,13.5
202642080702,1,6.3
202642080702,2,12.2
202642080702,3,12.8
202642080702,4,13.7
202642080702,5,11.7
202642080702,6,13.3
202642080702,7,14.0
202650080706,1,13.9
202650080706,2,11.5
202650080706,3,12.4
202650080706,4,12.6
202650080706,5,13.6
202650080706,6,14.7
202650080706,7,14.0
202650080707,1,3.8
202650080707,2,11.7
202650080707,3,12.4
202650080707,4,13.1
202650080707,5,13.2
202650080707,6,13.8
202650080707,7,13.4
