race_id,segment_index,lap_time_sec
202642081201,1,6.5
202642081201,2,12.2
202642081201,3,12.7
202642081201,4,12.9
202642081201,5,12.0
202642081201,6,12.8
202642081201,7,13.8
202642081202,1,12.8
202642081202,2,12.7
202642081202,3,13.4
202642081202,4,12.7
202642081202,5,11.5
202642081202,6,13.2
202642081202,7,13.0
202642081203,1,12.5
202642081203,2,12.7
202642081203,3,13.0
202642081203,4,13.0
202642081203,5,11.0
202642081203,6,12.8
202642081203,7,13.9
202642081204,1,7.1
202642081204,2,12.7
202642081204,3,12.7
202642081204,4,12.8
202642081204,5,13.2
202642081204,6,11.8
202642081204,7,13.0
202642081204,8,13.7
202642081205,1,12.3
202642081205,2,11.8
202642081205,3,12.2
202642081205,4,13.0
202642081205,5,12.8
202642081205,6,13.1
202642081205,7,14.2
202642081206,1,12.3
202642081206,2,10.5
202642081206,3,12.2
202642081206,4,12.3
202642081207,1,11.8
202642081207,2,10.2
202642081207,3,12.0
202642081207,4,12.7
202642081208,1,12.7
202642081208,2,12.3
202642081208,3,13.9
202642081208,4,13.5
202642081208,5,13.6
202642081208,6,13.8
202642081208,7,13.9
202642081208,8,12.5
202642081208,9,13.8
202642081208,10,12.1
202642081209,1,7.5
202642081209,2,11.5
202642081209,3,12.6
202642081209,4,12.9
202642081209,5,12.2
202642081209,6,12.3
202642081209,7,12.8
202642081209,8,13.1
202642081210,1,7.0
202642081210,2,11.6
202642081210,3,11.9
202642081210,4,12.5
202642081210,5,12.9
202642081210,6,12.3
202642081210,7,13.6
202642081210,8,13.4
202642081211,1,12.0
202642081211,2,12.1
202642081211,3,12.3
202642081211,4,12.3
202642081211,5,11.3
202642081211,6,13.2
202642081211,7,13.2
202642081212,1,12.5
202642081212,2,10.8
202642081212,3,12.9
202642081212,4,12.9
202642081212,5,13.5
202642081212,6,13.4
202642081212,7,13.1
202642081212,8,12.2
202642081212,9,13.9
202642081212,10,13.5
202644081201,1,13.0
202644081201,2,12.7
202644081201,3,14.4
202644081201,4,12.7
202644081201,5,12.5
202644081201,6,13.8
202644081201,7,13.7
202644081201,8,14.5
202644081202,1,13.7
202644081202,2,12.5
202644081202,3,12.3
202644081202,4,12.7
202644081202,5,12.8
202644081202,6,12.2
202644081202,7,13.9
202644081203,1,12.8
202644081203,2,11.5
202644081203,3,12.6
202644081203,4,13.3
202644081203,5,12.6
202644081203,6,13.9
202644081204,1,13.3
202644081204,2,11.9
202644081204,3,12.3
202644081204,4,12.9
202644081204,5,13.7
202644081204,6,13.0
202644081204,7,13.5
202644081205,1,12.9
202644081205,2,11.4
202644081205,3,12.3
202644081205,4,13.3
202644081205,5,12.6
202644081205,6,13.2
202644081206,1,12.8
202644081206,2,12.1
202644081206,3,12.8
202644081206,4,12.6
202644081206,5,12.3
202644081206,6,13.1
202644081206,7,13.5
202644081206,8,13.7
202644081207,1,13.0
202644081207,2,11.6
202644081207,3,11.8
202644081207,4,12.3
202644081207,5,13.0
202644081207,6,12.5
202644081207,7,12.8
202644081208,1,12.5
202644081208,2,11.2
202644081208,3,11.7
202644081208,4,12.6
202644081208,5,12.5
202644081208,6,13.8
202644081209,1,12.3
202644081209,2,10.9
202644081209,3,11.5
202644081209,4,12.2
202644081209,5,11.8
202644081209,6,12.9
202644081210,1,12.6
202644081210,2,12.0
202644081210,3,12.8
202644081210,4,12.2
202644081210,5,12.1
202644081210,6,13.1
202644081210,7,13.2
202644081210,8,13.8
202650081201,1,14.0
202650081201,2,12.5
202650081201,3,13.0
202650081201,4,12.9
202650081201,5,13.1
202650081201,6,13.2
202650081201,7,13.7
202650081202,1,14.0
202650081202,2,12.3
202650081202,3,13.5
202650081202,4,12.8
202650081202,5,13.0
202650081202,6,14.0
202650081202,7,14.0
202650081203,1,14.0
202650081203,2,12.0
202650081203,3,13.1
202650081203,4,13.0
202650081203,5,12.9
202650081203,6,13.4
202650081203,7,13.9
202650081204,1,8.0
202650081204,2,13.2
202650081204,3,14.6
202650081204,4,13.7
202650081204,5,14.1
202650081204,6,13.4
202650081204,7,13.6
202650081204,8,13.6
202650081204,9,12.8
202650081205,1,13.8
202650081205,2,12.4
202650081205,3,13.1
202650081205,4,13.0
202650081205,5,13.1
202650081205,6,13.6
202650081205,7,13.9
202650081206,1,14.0
202650081206,2,11.9
202650081206,3,13.2
202650081206,4,12.9
202650081206,5,12.9
202650081206,6,13.8
202650081206,7,13.2
202650081207,1,14.0
202650081207,2,12.0
202650081207,3,13.1
202650081207,4,12.6
202650081207,5,13.0
202650081207,6,12.9
202650081207,7,13.3
202650081208,1,14.1
202650081208,2,11.8
202650081208,3,13.4
202650081208,4,13.1
202650081208,5,12.9
202650081208,6,13.7
202650081208,7,13.9
202650081209,1,14.0
202650081209,2,12.3
202650081209,3,13.0
202650081209,4,12.5
202650081209,5,12.6
202650081209,6,13.3
202650081209,7,13.9
202650081210,1,14.0
202650081210,2,12.4
202650081210,3,13.1
202650081210,4,12.9
202650081210,5,12.8
202650081210,6,13.1
202650081210,7,13.1
202650081211,1,14.2
202650081211,2,13.0
202650081211,3,13.9
202650081211,4,13.2
202650081211,5,12.9
202650081211,6,12.8
202650081211,7,12.9
202650081212,1,6.2
202650081212,2,11.6
202650081212,3,12.5
202650081212,4,14.1
202650081212,5,13.6
202650081212,6,13.9
202650081212,7,13.3
202650081212,8,13.8
202650081212,9,14.5
202650081212,10,14.3
