race_id,segment_index,lap_time_sec
202643082601,1,13.0
202643082601,2,12.3
202643082601,3,12.4
202643082601,4,12.5
202643082601,5,13.5
202643082601,6,13.9
202643082602,1,12.6
202643082602,2,11.4
202643082602,3,11.7
202643082602,4,12.3
202643082602,5,12.9
202643082602,6,13.5
202643082603,1,12.8
202643082603,2,12.5
202643082603,3,12.5
202643082603,4,12.7
202643082603,5,12.9
202643082603,6,13.2
202643082604,1,6.9
202643082604,2,12.5
202643082604,3,13.5
202643082604,4,13.3
202643082604,5,12.8
202643082604,6,12.6
202643082604,7,13.2
202643082604,8,13.7
202643082605,1,12.6
202643082605,2,11.9
202643082605,3,12.1
202643082605,4,12.1
202643082605,5,12.7
202643082605,6,13.8
202643082606,1,12.2
202643082606,2,11.2
202643082606,3,12.0
202643082606,4,13.0
202643082606,5,13.5
202643082607,1,13.5
202643082607,2,13.4
202643082607,3,13.3
202643082607,4,12.7
202643082607,5,11.7
202643082607,6,12.4
202643082607,7,13.4
202643082607,8,13.8
202643082608,1,12.2
202643082608,2,12.0
202643082608,3,13.0
202643082608,4,13.0
202643082608,5,12.5
202643082608,6,13.1
202643082608,7,13.2
202643082608,8,13.6
202643082609,1,12.3
202643082609,2,11.9
202643082609,3,11.6
202643082609,4,11.8
202643082609,5,12.6
202643082609,6,13.2
202643082610,1,12.5
202643082610,2,11.7
202643082610,3,12.0
202643082610,4,12.4
202643082610,5,13.0
202643082610,6,13.2
202643082611,1,11.6
202643082611,2,11.1
202643082611,3,12.6
202643082611,4,12.9
202643082611,5,12.6
202643082611,6,12.3
202643082611,7,12.5
202643082611,8,13.8
202643082611,9,13.9
202643082612,1,12.3
202643082612,2,12.9
202643082612,3,13.5
202643082612,4,12.7
202643082612,5,12.6
202643082612,6,12.6
202643082612,7,12.9
202643082612,8,13.1
202650082601,1,2.2
202650082601,2,12.0
202650082601,3,11.9
202650082601,4,12.5
202650082601,5,12.8
202650082602,1,14.2
202650082602,2,13.4
202650082602,3,14.1
202650082602,4,13.2
202650082602,5,13.1
202650082602,6,13.8
202650082602,7,14.3
202650082603,1,14.2
202650082603,2,12.1
202650082603,3,13.5
202650082603,4,13.2
202650082603,5,13.4
202650082603,6,14.4
202650082603,7,13.1
202650082604,1,14.2
202650082604,2,12.9
202650082604,3,13.8
202650082604,4,12.8
202650082604,5,13.0
202650082604,6,13.3
202650082604,7,13.3
202650082605,1,13.5
202650082605,2,12.0
202650082605,3,13.4
202650082605,4,12.6
202650082605,5,12.6
202650082605,6,13.7
202650082605,7,13.2
202650082606,1,2.3
202650082606,2,11.9
202650082606,3,11.7
202650082606,4,12.3
202650082606,5,12.9
202650082607,1,14.1
202650082607,2,13.0
202650082607,3,14.1
202650082607,4,13.0
202650082607,5,12.3
202650082607,6,13.1
202650082607,7,13.5
202650082608,1,7.8
202650082608,2,13.5
202650082608,3,14.1
202650082608,4,13.5
202650082608,5,13.0
202650082608,6,12.2
202650082608,7,12.4
202650082608,8,13.6
202650082608,9,14.1
202650082609,1,13.8
202650082609,2,12.0
202650082609,3,13.8
202650082609,4,12.8
202650082609,5,13.0
202650082609,6,13.5
202650082609,7,13.4
202650082610,1,14.4
202650082610,2,12.8
202650082610,3,13.2
202650082610,4,12.1
202650082610,5,12.1
202650082610,6,13.2
202650082610,7,13.4
202650082611,1,14.0
202650082611,2,12.3
202650082611,3,13.2
202650082611,4,12.6
202650082611,5,12.8
202650082611,6,13.6
202650082611,7,13.3
202650082612,1,2.2
202650082612,2,11.6
202650082612,3,11.0
202650082612,4,12.3
202650082612,5,12.8
