race_id,segment_index,lap_time_sec
202645082001,1,13.2
202645082001,2,13.2
202645082001,3,14.1
202645082001,4,12.2
202645082001,5,13.2
202645082001,6,13.7
202645082001,7,13.6
202645082002,1,13.3
202645082002,2,12.7
202645082002,3,13.6
202645082002,4,12.6
202645082002,5,13.9
202645082002,6,15.0
202645082002,7,14.7
202645082003,1,6.7
202645082003,2,10.5
202645082003,3,11.8
202645082003,4,12.8
202645082003,5,12.9
202645082004,1,5.6
202645082004,2,11.8
202645082004,3,13.7
202645082004,4,15.0
202645082004,5,13.1
202645082004,6,13.3
202645082004,7,13.3
202645082004,8,13.5
202645082005,1,12.8
202645082005,2,13.1
202645082005,3,13.7
202645082005,4,12.9
202645082005,5,13.8
202645082005,6,14.4
202645082005,7,12.6
202645082005,8,13.5
202645082005,9,14.2
202645082005,10,14.0
202645082006,1,13.1
202645082006,2,12.8
202645082006,3,14.6
202645082006,4,12.1
202645082006,5,12.4
202645082006,6,13.7
202645082006,7,13.3
202645082007,1,12.7
202645082007,2,11.9
202645082007,3,13.7
202645082007,4,12.4
202645082007,5,13.3
202645082007,6,14.0
202645082007,7,13.7
202645082008,1,5.6
202645082008,2,12.1
202645082008,3,12.3
202645082008,4,13.9
202645082008,5,12.3
202645082008,6,13.3
202645082008,7,13.4
202645082008,8,13.4
202645082009,1,6.9
202645082009,2,10.5
202645082009,3,11.7
202645082009,4,12.5
202645082009,5,13.1
202645082010,1,13.0
202645082010,2,12.1
202645082010,3,13.4
202645082010,4,14.0
202645082010,5,12.2
202645082010,6,12.8
202645082010,7,13.6
202645082010,8,13.7
202645082011,1,5.9
202645082011,2,11.0
202645082011,3,12.1
202645082011,4,13.3
202645082011,5,12.0
202645082011,6,13.1
202645082011,7,14.4
202645082011,8,13.7
202645082012,1,6.1
202645082012,2,11.5
202645082012,3,12.4
202645082012,4,14.5
202645082012,5,12.8
202645082012,6,13.4
202645082012,7,13.9
202645082012,8,13.6
202650082001,1,14.2
202650082001,2,12.8
202650082001,3,14.7
202650082001,4,13.6
202650082001,5,12.9
202650082001,6,13.2
202650082001,7,13.3
202650082002,1,3.8
202650082002,2,12.5
202650082002,3,13.1
202650082002,4,12.8
202650082002,5,12.5
202650082002,6,13.9
202650082002,7,14.0
202650082003,1,3.9
202650082003,2,12.9
202650082003,3,13.0
202650082003,4,12.9
202650082003,5,13.0
202650082003,6,13.3
202650082003,7,13.5
202650082004,1,14.2
202650082004,2,12.7
202650082004,3,13.8
202650082004,4,13.1
202650082004,5,13.1
202650082004,6,13.4
202650082004,7,13.3
202650082005,1,13.7
202650082005,2,11.8
202650082005,3,13.4
202650082005,4,12.8
202650082005,5,13.1
202650082005,6,14.0
202650082005,7,13.6
202650082006,1,2.1
202650082006,2,12.1
202650082006,3,11.4
202650082006,4,12.6
202650082006,5,13.2
202650082007,1,13.9
202650082007,2,11.8
202650082007,3,13.0
202650082007,4,12.4
202650082007,5,12.8
202650082007,6,13.7
202650082007,7,14.2
202650082008,1,13.7
202650082008,2,12.4
202650082008,3,13.8
202650082008,4,13.0
202650082008,5,12.3
202650082008,6,13.0
202650082008,7,13.0
202650082009,1,13.7
202650082009,2,12.3
202650082009,3,12.9
202650082009,4,12.4
202650082009,5,12.6
202650082009,6,13.4
202650082009,7,13.8
202650082010,1,2.2
202650082010,2,11.4
202650082010,3,11.1
202650082010,4,12.1
202650082010,5,13.0
202650082011,1,13.7
202650082011,2,12.2
202650082011,3,13.1
202650082011,4,12.6
202650082011,5,12.2
202650082011,6,12.8
202650082011,7,13.0
202650082012,1,13.2
202650082012,2,11.8
202650082012,3,12.9
202650082012,4,12.4
202650082012,5,12.9
202650082012,6,13.8
202650082012,7,13.5
