race_id,bet_type,rank,combination,payout,popularity
202630072101,単勝,1,1,6470,6
202630072101,複勝,1,1,1520,8
202630072101,複勝,2,6,1040,6
202630072101,複勝,3,5,170,2
202630072101,枠連,1,1 - 5,13200,13
202630072101,馬連,1,1 - 6,90330,42
202630072101,ワイド,1,1 - 6,21170,41
202630072101,ワイド,2,1 - 5,2250,14
202630072101,ワイド,3,5 - 6,3220,20
202630072101,馬単,1,1 → 6,1619400,109
202630072101,3連複,1,1 - 5 - 6,85530,77
202630072101,3連単,1,1 → 6 → 5,969950,470
202630072102,単勝,1,1,200,1
202630072102,複勝,1,1,110,1
202630072102,複勝,2,3,380,7
202630072102,複勝,3,8,200,4
202630072102,枠連,1,1 - 3,1470,8
202630072102,馬連,1,1 - 3,1850,8
202630072102,ワイド,1,1 - 3,560,5
202630072102,ワイド,2,1 - 8,290,1
202630072102,ワイド,3,3 - 8,1110,16
202630072102,馬単,1,1 → 3,2370,8
202630072102,3連複,1,1 - 3 - 8,2150,7
202630072102,3連単,1,1 → 3 → 8,9370,32
202630072103,単勝,1,5,160,1
202630072103,複勝,1,5,110,1
202630072103,複勝,2,6,200,3
202630072103,複勝,3,4,920,7
202630072103,枠連,1,5 - 6,650,2
202630072103,馬連,1,5 - 6,580,3
202630072103,ワイド,1,5 - 6,250,2
202630072103,ワイド,2,4 - 5,1220,7
202630072103,ワイド,3,4 - 6,2210,13
202630072103,馬単,1,5 → 6,740,3
202630072103,3連複,1,4 - 5 - 6,2770,7
202630072103,3連単,1,5 → 6 → 4,6270,19
202630072104,単勝,1,4,170,1
202630072104,複勝,1,4,100,2
202630072104,複勝,2,2,100,1
202630072104,複勝,3,5,130,3
202630072104,馬連,1,2 - 4,140,1
202630072104,ワイド,1,2 - 4,130,1
202630072104,ワイド,2,4 - 5,290,4
202630072104,ワイド,3,2 - 5,340,6
202630072104,馬単,1,4 → 2,290,1
202630072104,3連複,1,2 - 4 - 5,470,3
202630072104,3連単,1,4 → 2 → 5,1120,3
202630072105,単勝,1,8,130,1
202630072105,複勝,1,8,100,1
202630072105,複勝,2,1,110,2
202630072105,複勝,3,7,110,4
202630072105,馬連,1,1 - 8,290,2
202630072105,ワイド,1,1 - 8,160,3
202630072105,ワイド,2,7 - 8,130,1
202630072105,ワイド,3,1 - 7,200,4
