race_id,bet_type,rank,combination,payout,popularity
202630081301,単勝,1,10,370,2
202630081301,複勝,1,10,200,2
202630081301,複勝,2,8,370,7
202630081301,複勝,3,12,370,6
202630081301,枠連,1,6 - 7,1160,6
202630081301,馬連,1,8 - 10,2980,12
202630081301,ワイド,1,8 - 10,960,13
202630081301,ワイド,2,10 - 12,860,9
202630081301,ワイド,3,8 - 12,2180,26
202630081301,馬単,1,10 → 8,5340,24
202630081301,3連複,1,8 - 10 - 12,12310,49
202630081301,3連単,1,10 → 8 → 12,55010,201
202630081302,単勝,1,3,140,1
202630081302,複勝,1,3,100,1
202630081302,複勝,2,9,110,2
202630081302,複勝,3,6,180,5
202630081302,枠連,1,3 - 8,230,1
202630081302,馬連,1,3 - 9,220,1
202630081302,ワイド,1,3 - 9,120,1
202630081302,ワイド,2,3 - 6,220,3
202630081302,ワイド,3,6 - 9,210,2
202630081302,馬単,1,3 → 9,370,1
202630081302,3連複,1,3 - 6 - 9,330,1
202630081302,3連単,1,3 → 9 → 6,940,1
202630081303,単勝,1,8,400,2
202630081303,複勝,1,8,110,1
202630081303,複勝,2,1,160,4
202630081303,複勝,3,7,140,3
202630081303,枠連,1,1 - 7,760,4
202630081303,馬連,1,1 - 8,1810,8
202630081303,ワイド,1,1 - 8,540,8
202630081303,ワイド,2,7 - 8,210,2
202630081303,ワイド,3,1 - 7,570,9
202630081303,馬単,1,8 → 1,3210,14
202630081303,3連複,1,1 - 7 - 8,1400,5
202630081303,3連単,1,8 → 1 → 7,7510,28
202630081304,単勝,1,4,370,2
202630081304,複勝,1,4,110,1
202630081304,複勝,2,8,130,2
202630081304,複勝,3,1,160,5
202630081304,枠連,1,4 - 7,710,2
202630081304,馬連,1,4 - 8,590,1
202630081304,ワイド,1,4 - 8,210,1
202630081304,ワイド,2,1 - 4,240,3
202630081304,ワイド,3,1 - 8,240,2
202630081304,馬単,1,4 → 8,1280,3
202630081304,3連複,1,1 - 4 - 8,670,1
202630081304,3連単,1,4 → 8 → 1,3420,3
202630081305,単勝,1,9,1300,6
202630081305,複勝,1,9,240,6
202630081305,複勝,2,11,160,2
202630081305,複勝,3,5,130,1
202630081305,枠連,1,7 - 8,560,2
202630081305,馬連,1,9 - 11,2700,12
202630081305,ワイド,1,9 - 11,990,12
202630081305,ワイド,2,5 - 9,680,10
202630081305,ワイド,3,5 - 11,360,2
202630081305,馬単,1,9 → 11,7400,29
202630081305,3連複,1,5 - 9 - 11,3220,11
202630081305,3連単,1,9 → 11 → 5,31960,109
202630081306,単勝,1,4,290,2
202630081306,複勝,1,4,140,2
202630081306,複勝,2,5,330,6
202630081306,複勝,3,8,580,8
202630081306,馬連,1,4 - 5,1460,5
202630081306,ワイド,1,4 - 5,410,4
202630081306,ワイド,2,4 - 8,2540,23
202630081306,ワイド,3,5 - 8,4760,27
202630081306,馬単,1,4 → 5,2260,9
202630081306,3連複,1,4 - 5 - 8,11790,39
202630081306,3連単,1,4 → 5 → 8,35100,123
202630081307,単勝,1,2,240,2
202630081307,複勝,1,2,120,1
202630081307,複勝,2,11,450,7
202630081307,複勝,3,8,130,2
202630081307,枠連,1,2 - 8,2720,9
202630081307,馬連,1,2 - 11,4090,8
202630081307,ワイド,1,2 - 11,1180,11
202630081307,ワイド,2,2 - 8,170,1
202630081307,ワイド,3,8 - 11,1650,14
202630081307,馬単,1,2 → 11,5080,16
202630081307,3連複,1,2 - 8 - 11,1980,5
202630081307,3連単,1,2 → 11 → 8,14640,44
202630081308,単勝,1,6,410,3
202630081308,複勝,1,6,110,2
202630081308,複勝,2,4,130,3
202630081308,複勝,3,9,100,1
202630081308,枠連,1,4 - 6,960,4
202630081308,馬連,1,4 - 6,900,4
202630081308,ワイド,1,4 - 6,230,3
202630081308,ワイド,2,6 - 9,150,1
202630081308,ワイド,3,4 - 9,170,2
202630081308,馬単,1,6 → 4,2210,7
202630081308,3連複,1,4 - 6 - 9,400,1
202630081308,3連単,1,6 → 4 → 9,4660,13
202630081309,単勝,1,11,150,1
202630081309,複勝,1,11,100,1
202630081309,複勝,2,8,820,8
202630081309,複勝,3,7,190,3
202630081309,枠連,1,7 - 8,2430,8
202630081309,馬連,1,8 - 11,4920,12
202630081309,ワイド,1,8 - 11,1350,11
202630081309,ワイド,2,7 - 11,190,2
202630081309,ワイド,3,7 - 8,2170,15
202630081309,馬単,1,11 → 8,7230,15
202630081309,3連複,1,7 - 8 - 11,3680,12
202630081309,3連単,1,11 → 8 → 7,21400,60
202630081310,単勝,1,8,680,4
202630081310,複勝,1,8,160,4
202630081310,複勝,2,4,130,2
202630081310,複勝,3,3,140,3
202630081310,枠連,1,4 - 8,1790,6
202630081310,馬連,1,4 - 8,1960,7
202630081310,ワイド,1,4 - 8,620,7
202630081310,ワイド,2,3 - 8,320,3
202630081310,ワイド,3,3 - 4,240,2
202630081310,馬単,1,8 → 4,5120,15
202630081310,3連複,1,3 - 4 - 8,1000,3
202630081310,3連単,1,8 → 4 → 3,13830,46
202630081311,単勝,1,9,180,1
202630081311,複勝,1,9,100,1
202630081311,複勝,2,4,120,2
202630081311,複勝,3,10,120,3
202630081311,枠連,1,4 - 8,210,1
202630081311,馬連,1,4 - 9,340,2
202630081311,ワイド,1,4 - 9,160,2
202630081311,ワイド,2,9 - 10,140,1
202630081311,ワイド,3,4 - 10,240,4
202630081311,馬単,1,9 → 4,570,2
202630081311,3連複,1,4 - 9 - 10,270,1
202630081311,3連単,1,9 → 4 → 10,1290,2
202630081312,単勝,1,6,190,1
202630081312,複勝,1,6,100,1
202630081312,複勝,2,4,280,3
202630081312,馬連,1,4 - 6,700,2
202630081312,ワイド,1,4 - 6,200,2
202630081312,ワイド,2,6 - 7,120,1
202630081312,ワイド,3,4 - 7,210,3
202630081312,馬単,1,6 → 4,1280,3
202630081312,3連複,1,4 - 6 - 7,320,1
202630081312,3連単,1,6 → 4 → 7,2280,8
202644081301,単勝,1,8,250,1
202644081301,複勝,1,8,110,1
202644081301,複勝,2,3,120,2
202644081301,複勝,3,2,150,3
202644081301,枠連,1,3 - 6,270,1
202644081301,馬連,1,3 - 8,260,1
202644081301,ワイド,1,3 - 8,170,1
202644081301,ワイド,2,2 - 8,260,2
202644081301,ワイド,3,2 - 3,290,3
202644081301,枠連,1,6 → 3,590,2
202644081301,馬単,1,8 → 3,560,2
202644081301,3連複,1,2 - 3 - 8,490,1
202644081301,3連単,1,8 → 3 → 2,2000,4
202644081302,単勝,1,3,750,5
202644081302,複勝,1,3,220,5
202644081302,複勝,2,4,140,1
202644081302,複勝,3,8,430,7
202644081302,枠連,1,3 - 4,1150,7
202644081302,馬連,1,3 - 4,1180,5
202644081302,ワイド,1,3 - 4,440,5
202644081302,ワイド,2,3 - 8,1290,17
202644081302,ワイド,3,4 - 8,960,13
202644081302,枠連,1,3 → 4,3150,15
202644081302,馬単,1,3 → 4,2660,11
202644081302,3連複,1,3 - 4 - 8,4850,16
202644081302,3連単,1,3 → 4 → 8,25260,91
202644081303,単勝,1,10,130,1
202644081303,複勝,1,10,110,1
202644081303,複勝,2,6,150,2
202644081303,複勝,3,9,500,9
202644081303,枠連,1,5 - 7,310,1
202644081303,馬連,1,6 - 10,350,1
202644081303,ワイド,1,6 - 10,200,1
202644081303,ワイド,2,9 - 10,760,8
202644081303,ワイド,3,6 - 9,2240,25
202644081303,枠連,1,7 → 5,410,1
202644081303,馬単,1,10 → 6,470,1
202644081303,3連複,1,6 - 9 - 10,2940,10
202644081303,3連単,1,10 → 6 → 9,6080,15
202644081304,単勝,1,3,130,1
202644081304,複勝,1,3,110,1
202644081304,複勝,2,9,260,3
202644081304,複勝,3,12,260,4
202644081304,枠連,1,3 - 6,370,2
202644081304,馬連,1,3 - 9,630,2
202644081304,ワイド,1,3 - 9,350,2
202644081304,ワイド,2,3 - 12,390,3
202644081304,ワイド,3,9 - 12,1220,13
202644081304,枠連,1,3 → 6,630,2
202644081304,馬単,1,3 → 9,720,2
202644081304,3連複,1,3 - 9 - 12,1790,4
202644081304,3連単,1,3 → 9 → 12,4590,6
202644081305,単勝,1,3,560,2
202644081305,複勝,1,3,200,3
202644081305,複勝,2,6,240,6
202644081305,複勝,3,14,170,1
202644081305,枠連,1,2 - 4,1690,7
202644081305,馬連,1,3 - 6,3340,16
202644081305,ワイド,1,3 - 6,1350,22
202644081305,ワイド,2,3 - 14,730,6
202644081305,ワイド,3,6 - 14,1020,14
202644081305,枠連,1,2 → 4,3220,12
202644081305,馬単,1,3 → 6,5220,23
202644081305,3連複,1,3 - 6 - 14,6080,21
202644081305,3連単,1,3 → 6 → 14,40050,153
202644081306,単勝,1,13,1380,7
202644081306,複勝,1,13,510,8
202644081306,複勝,2,8,300,4
202644081306,複勝,3,9,350,5
202644081306,枠連,1,6 - 8,850,4
202644081306,馬連,1,8 - 13,3400,14
202644081306,ワイド,1,8 - 13,1330,18
202644081306,ワイド,2,9 - 13,2970,36
202644081306,ワイド,3,8 - 9,1250,17
202644081306,枠連,1,8 → 6,1610,5
202644081306,馬単,1,13 → 8,7830,31
202644081306,3連複,1,8 - 9 - 13,17850,63
202644081306,3連単,1,13 → 8 → 9,90680,300
202644081307,単勝,1,2,250,2
202644081307,複勝,1,2,120,1
202644081307,複勝,2,3,200,5
202644081307,複勝,3,6,190,4
202644081307,馬連,1,2 - 3,1050,5
202644081307,ワイド,1,2 - 3,340,3
202644081307,ワイド,2,2 - 6,360,4
202644081307,ワイド,3,3 - 6,1030,13
202644081307,馬単,1,2 → 3,1690,6
202644081307,3連複,1,2 - 3 - 6,2540,9
202644081307,3連単,1,2 → 3 → 6,9070,34
202644081308,単勝,1,10,230,1
202644081308,複勝,1,10,120,1
202644081308,複勝,2,7,220,5
202644081308,複勝,3,9,190,4
202644081308,枠連,1,7 - 8,700,3
202644081308,馬連,1,7 - 10,1410,5
202644081308,ワイド,1,7 - 10,460,5
202644081308,ワイド,2,9 - 10,410,4
202644081308,ワイド,3,7 - 9,1140,14
202644081308,枠連,1,8 → 7,1100,5
202644081308,馬単,1,10 → 7,2640,9
202644081308,3連複,1,7 - 9 - 10,3680,15
202644081308,3連単,1,10 → 7 → 9,16350,53
202644081309,単勝,1,13,1750,6
202644081309,複勝,1,13,430,8
202644081309,複勝,2,10,110,1
202644081309,複勝,3,8,220,3
202644081309,枠連,1,6 - 7,1270,4
202644081309,馬連,1,10 - 13,1250,6
202644081309,ワイド,1,10 - 13,600,7
202644081309,ワイド,2,8 - 13,1980,21
202644081309,ワイド,3,8 - 10,390,2
202644081309,枠連,1,7 → 6,5150,18
202644081309,馬単,1,13 → 10,4830,17
202644081309,3連複,1,8 - 10 - 13,3600,10
202644081309,3連単,1,13 → 10 → 8,32890,100
202644081310,単勝,1,12,450,2
202644081310,複勝,1,12,130,2
202644081310,複勝,2,3,280,5
202644081310,複勝,3,10,110,1
202644081310,枠連,1,3 - 7,1000,4
202644081310,馬連,1,3 - 12,3950,14
202644081310,ワイド,1,3 - 12,940,12
202644081310,ワイド,2,10 - 12,220,1
202644081310,ワイド,3,3 - 10,590,5
202644081310,枠連,1,7 → 3,2050,7
202644081310,馬単,1,12 → 3,7110,20
202644081310,3連複,1,3 - 10 - 12,1800,4
202644081310,3連単,1,12 → 3 → 10,19150,55
202647081301,単勝,1,2,310,2
202647081301,複勝,1,2,140,1
202647081301,複勝,2,5,190,4
202647081301,馬連,1,2 - 5,600,4
202647081301,ワイド,1,2 - 5,240,4
202647081301,ワイド,2,2 - 6,230,3
202647081301,ワイド,3,5 - 6,270,6
202647081301,馬単,1,2 → 5,1220,6
202647081301,3連複,1,2 - 5 - 6,540,1
202647081301,3連単,1,2 → 5 → 6,3130,4
202647081302,単勝,1,5,8130,6
202647081302,複勝,1,5,820,6
202647081302,複勝,2,6,120,1
202647081302,馬連,1,5 - 6,1640,5
202647081302,ワイド,1,5 - 6,500,6
202647081302,ワイド,2,5 - 7,3260,19
202647081302,ワイド,3,6 - 7,190,2
202647081302,馬単,1,5 → 6,16040,19
202647081302,3連複,1,5 - 6 - 7,3470,13
202647081302,3連単,1,5 → 6 → 7,78470,82
202647081303,単勝,1,5,300,2
202647081303,複勝,1,5,190,2
202647081303,複勝,2,2,1970,7
202647081303,馬連,1,2 - 5,13270,15
202647081303,ワイド,1,2 - 5,2250,18
202647081303,ワイド,2,3 - 5,700,8
202647081303,ワイド,3,2 - 3,4160,19
202647081303,馬単,1,5 → 2,16670,26
202647081303,3連複,1,2 - 3 - 5,16010,26
202647081303,3連単,1,5 → 2 → 3,116720,128
202647081304,単勝,1,8,690,3
202647081304,複勝,1,8,130,2
202647081304,複勝,2,6,120,1
202647081304,複勝,3,1,280,6
202647081304,馬連,1,6 - 8,380,1
202647081304,ワイド,1,6 - 8,210,1
202647081304,ワイド,2,1 - 8,920,14
202647081304,ワイド,3,1 - 6,390,5
202647081304,馬単,1,8 → 6,1380,7
202647081304,3連複,1,1 - 6 - 8,1180,5
202647081304,3連単,1,8 → 6 → 1,7470,29
202647081305,単勝,1,8,810,4
202647081305,複勝,1,8,420,4
202647081305,複勝,2,2,240,3
202647081305,馬連,1,2 - 8,1220,5
202647081305,ワイド,1,2 - 8,400,6
202647081305,ワイド,2,6 - 8,290,4
202647081305,ワイド,3,2 - 6,220,1
202647081305,馬単,1,8 → 2,2980,13
202647081305,3連複,1,2 - 6 - 8,830,2
202647081305,3連単,1,8 → 2 → 6,7730,26
202647081306,単勝,1,4,340,2
202647081306,複勝,1,4,110,2
202647081306,複勝,2,1,120,3
202647081306,複勝,3,3,100,1
202647081306,馬連,1,1 - 4,780,4
202647081306,ワイド,1,1 - 4,190,2
202647081306,ワイド,2,3 - 4,140,1
202647081306,ワイド,3,1 - 3,200,3
202647081306,馬単,1,4 → 1,1230,5
202647081306,3連複,1,1 - 3 - 4,380,1
202647081306,3連単,1,4 → 1 → 3,3000,7
202647081307,単勝,1,2,110,1
202647081307,複勝,1,2,100,1
202647081307,複勝,2,3,100,2
202647081307,馬連,1,2 - 3,120,1
202647081307,ワイド,1,2 - 3,120,1
202647081307,ワイド,2,2 - 7,330,6
202647081307,ワイド,3,3 - 7,510,8
202647081307,馬単,1,2 → 3,120,1
202647081307,3連複,1,2 - 3 - 7,610,4
202647081307,3連単,1,2 → 3 → 7,860,3
202647081308,単勝,1,4,1250,5
202647081308,複勝,1,4,200,5
202647081308,複勝,2,5,110,1
202647081308,複勝,3,8,120,2
202647081308,馬連,1,4 - 5,1530,5
202647081308,ワイド,1,4 - 5,520,10
202647081308,ワイド,2,4 - 8,480,8
