race_id,bet_type,rank,combination,payout,popularity
202654080101,単勝,1,9,3090,7
202654080101,複勝,1,9,380,7
202654080101,複勝,2,7,120,2
202654080101,複勝,3,4,110,1
202654080101,枠連,1,6 - 7,540,3
202654080101,馬連,1,7 - 9,3780,14
202654080101,ワイド,1,7 - 9,700,13
202654080101,ワイド,2,4 - 9,820,14
202654080101,ワイド,3,4 - 7,220,1
202654080101,馬単,1,9 → 7,12610,34
202654080101,3連複,1,4 - 7 - 9,2510,9
202654080101,3連単,1,9 → 7 → 4,31220,97
202654080102,単勝,1,6,150,1
202654080102,複勝,1,6,100,1
202654080102,複勝,2,2,140,3
202654080102,複勝,3,7,350,6
202654080102,枠連,1,2 - 6,390,2
202654080102,馬連,1,2 - 6,420,2
202654080102,ワイド,1,2 - 6,250,3
202654080102,ワイド,2,6 - 7,1020,10
202654080102,ワイド,3,2 - 7,1380,11
202654080102,馬単,1,6 → 2,590,2
202654080102,3連複,1,2 - 6 - 7,2830,9
202654080102,3連単,1,6 → 2 → 7,5910,19
202654080103,単勝,1,11,300,1
202654080103,複勝,1,11,170,4
202654080103,複勝,2,5,230,5
202654080103,複勝,3,3,150,2
202654080103,枠連,1,5 - 8,990,4
202654080103,馬連,1,5 - 11,1520,8
202654080103,ワイド,1,5 - 11,470,5
202654080103,ワイド,2,3 - 11,220,1
202654080103,ワイド,3,3 - 5,480,7
202654080103,馬単,1,11 → 5,2370,11
202654080103,3連複,1,3 - 5 - 11,1350,5
202654080103,3連単,1,11 → 5 → 3,8340,27
202654080104,単勝,1,10,420,2
202654080104,複勝,1,10,180,3
202654080104,複勝,2,7,510,7
202654080104,複勝,3,8,170,2
202654080104,枠連,1,7 - 8,440,2
202654080104,馬連,1,7 - 10,3770,12
202654080104,ワイド,1,7 - 10,890,11
202654080104,ワイド,2,8 - 10,350,4
202654080104,ワイド,3,7 - 8,1070,13
202654080104,馬単,1,10 → 7,6250,19
202654080104,3連複,1,7 - 8 - 10,3760,13
202654080104,3連単,1,10 → 7 → 8,30400,98
202654080105,単勝,1,5,1930,7
202654080105,複勝,1,5,420,7
202654080105,複勝,2,12,850,8
202654080105,複勝,3,9,310,4
202654080105,枠連,1,5 - 8,4200,18
202654080105,馬連,1,5 - 12,23680,31
202654080105,ワイド,1,5 - 12,5160,30
202654080105,ワイド,2,5 - 9,1240,17
202654080105,ワイド,3,9 - 12,3240,25
202654080105,馬単,1,5 → 12,37570,57
202654080105,3連複,1,5 - 9 - 12,27660,60
202654080105,3連単,1,5 → 12 → 9,250720,401
202654080106,単勝,1,9,570,4
202654080106,複勝,1,9,170,2
202654080106,複勝,2,6,180,3
202654080106,複勝,3,4,200,4
202654080106,枠連,1,5 - 7,420,2
202654080106,馬連,1,6 - 9,1010,4
202654080106,ワイド,1,6 - 9,470,6
202654080106,ワイド,2,4 - 9,530,8
202654080106,ワイド,3,4 - 6,460,5
202654080106,馬単,1,9 → 6,2600,12
202654080106,3連複,1,4 - 6 - 9,1640,5
202654080106,3連単,1,9 → 6 → 4,11690,35
202654080107,単勝,1,9,470,3
