race_id,bet_type,rank,combination,payout,popularity
202654090501,単勝,1,1,2530,6
202654090501,複勝,1,1,390,5
202654090501,複勝,2,5,100,1
202654090501,複勝,3,6,130,3
202654090501,馬連,1,1-5,2820,9
202654090501,ワイド,1,1-5,460,6
202654090501,ワイド,2,1-6,780,12
202654090501,ワイド,3,5-6,180,2
202654090501,馬単,1,1-5,6930,22
202654090501,3連複,1,1-5-6,2590,8
202654090501,3連単,1,1-5-6,21830,65
202654090502,単勝,1,2,110,1
202654090502,複勝,1,2,100,1
202654090502,複勝,2,1,210,5
202654090502,複勝,3,4,100,2
202654090502,枠連,1,1-2,440,2
202654090502,馬連,1,1-2,500,2
202654090502,ワイド,1,1-2,220,3
202654090502,ワイド,2,2-4,130,1
202654090502,ワイド,3,1-4,440,8
202654090502,馬単,1,2-1,490,2
202654090502,3連複,1,1-2-4,480,1
202654090502,3連単,1,2-1-4,1260,4
202654090503,単勝,1,9,140,1
202654090503,複勝,1,9,130,1
202654090503,複勝,2,7,190,4
202654090503,複勝,3,5,1460,9
202654090503,枠連,1,7-8,530,3
202654090503,馬連,1,7-9,780,3
202654090503,ワイド,1,7-9,320,4
202654090503,ワイド,2,5-9,2930,23
202654090503,ワイド,3,5-7,5880,31
202654090503,馬単,1,9-7,880,4
202654090503,3連複,1,5-7-9,20180,42
202654090503,3連単,1,9-7-5,45150,104
202654090504,単勝,1,9,120,1
202654090504,複勝,1,9,100,1
202654090504,複勝,2,10,150,3
202654090504,複勝,3,6,190,4
202654090504,枠連,1,7-8,220,1
202654090504,馬連,1,9-10,300,1
202654090504,ワイド,1,9-10,180,1
202654090504,ワイド,2,6-9,290,3
202654090504,ワイド,3,6-10,540,7
202654090504,馬単,1,9-10,400,2
202654090504,3連複,1,6-9-10,650,2
202654090504,3連単,1,9-10-6,1620,3
202654090505,単勝,1,6,410,2
202654090505,複勝,1,6,200,2
202654090505,複勝,2,4,230,3
202654090505,複勝,3,1,230,4
202654090505,枠連,1,4-6,1200,7
202654090505,馬連,1,4-6,1210,6
202654090505,ワイド,1,4-6,440,4
202654090505,ワイド,2,1-6,430,3
202654090505,ワイド,3,1-4,960,14
202654090505,馬単,1,6-4,2460,7
202654090505,3連複,1,1-4-6,3400,12
202654090505,3連単,1,6-4-1,10310,22
202654090506,単勝,1,2,130,1
202654090506,複勝,1,2,100,1
202654090506,複勝,2,6,120,2
202654090506,複勝,3,1,120,3
202654090506,馬連,1,2-6,330,1
202654090506,ワイド,1,2-6,160,1
202654090506,ワイド,2,1-2,170,2
202654090506,ワイド,3,1-6,380,6
202654090506,馬単,1,2-6,380,2
202654090506,3連複,1,1-2-6,420,1
202654090506,3連単,1,2-6-1,1090,1
202654090507,単勝,1,8,230,2
202654090507,複勝,1,8,160,2
202654090507,複勝,2,7,1280,7
202654090507,複勝,3,2,260,6
202654090507,枠連,1,7-8,7250,12
202654090507,馬連,1,7-8,8030,13
202654090507,ワイド,1,7-8,2540,19
202654090507,ワイド,2,2-8,620,9
202654090507,ワイド,3,2-7,8120,29
202654090507,馬単,1,8-7,16680,23
202654090507,3連複,1,2-7-8,28040,37
202654090507,3連単,1,8-7-2,148540,172
202654090508,単勝,1,10,140,1
202654090508,複勝,1,10,120,1
202654090508,複勝,2,9,240,4
202654090508,複勝,3,6,290,6
202654090508,枠連,1,8-8,960,3
202654090508,馬連,1,9-10,790,3
202654090508,ワイド,1,9-10,330,3
202654090508,ワイド,2,6-10,670,7
202654090508,ワイド,3,6-9,2460,23
202654090508,馬単,1,10-9,1130,4
202654090508,3連複,1,6-9-10,4940,18
202654090508,3連単,1,10-9-6,9770,28
202654090509,単勝,1,6,260,1
202654090509,複勝,1,6,130,1
202654090509,複勝,2,10,190,4
202654090509,複勝,3,2,230,5
202654090509,枠連,1,6-8,580,2
202654090509,馬連,1,6-10,920,3
202654090509,ワイド,1,6-10,390,3
202654090509,ワイド,2,2-6,600,7
202654090509,ワイド,3,2-10,1600,20
202654090509,馬単,1,6-10,1610,5
202654090509,3連複,1,2-6-10,3370,9
202654090509,3連単,1,6-10-2,11950,29
202654090510,単勝,1,12,1750,6
202654090510,複勝,1,12,310,5
202654090510,複勝,2,4,220,3
202654090510,複勝,3,6,1700,9
202654090510,枠連,1,4-8,3470,13
202654090510,馬連,1,4-12,3780,13
202654090510,ワイド,1,4-12,1060,13
202654090510,ワイド,2,6-12,8950,43
202654090510,ワイド,3,4-6,7300,35
202654090510,馬単,1,12-4,11050,31
202654090510,3連複,1,4-6-12,46510,76
202654090510,3連単,1,12-4-6,358940,419
202654090511,単勝,1,7,150,1
202654090511,複勝,1,7,110,1
202654090511,複勝,2,10,140,2
202654090511,複勝,3,11,250,5
202654090511,枠連,1,6-7,300,1
202654090511,馬連,1,7-10,280,1
202654090511,ワイド,1,7-10,190,1
202654090511,ワイド,2,7-11,350,3
202654090511,ワイド,3,10-11,830,10
202654090511,馬単,1,7-10,450,1
202654090511,3連複,1,7-10-11,1480,4
202654090511,3連単,1,7-10-11,3850,6
202655090501,単勝,1,5,200,2
202655090501,複勝,1,5,110,2
202655090501,複勝,2,3,100,1
202655090501,複勝,3,7,260,6
202655090501,枠連,1,3-5,180,1
202655090501,馬連,1,3-5,180,1
202655090501,ワイド,1,3-5,120,1
202655090501,ワイド,2,5-7,420,7
202655090501,ワイド,3,3-7,240,2
202655090501,馬単,1,5-3,290,1
202655090501,3連複,1,3-5-7,750,2
202655090501,3連単,1,5-3-7,2100,3
202655090502,単勝,1,10,310,2
202655090502,複勝,1,10,110,2
202655090502,複勝,2,9,110,1
202655090502,複勝,3,5,160,4
202655090502,枠連,1,7-7,730,3
202655090502,馬連,1,9-10,550,1
202655090502,ワイド,1,9-10,250,2
202655090502,ワイド,2,5-10,290,3
202655090502,ワイド,3,5-9,330,4
202655090502,馬単,1,10-9,1040,1
202655090502,3連複,1,5-9-10,910,2
202655090502,3連単,1,10-9-5,3870,6
202655090503,単勝,1,4,270,1
202655090503,複勝,1,4,140,1
202655090503,複勝,2,6,570,8
202655090503,複勝,3,5,430,6
202655090503,枠連,1,4-6,5800,16
202655090503,馬連,1,4-6,5750,21
202655090503,ワイド,1,4-6,1720,20
202655090503,ワイド,2,4-5,950,8
202655090503,ワイド,3,5-6,5480,37
202655090503,馬単,1,4-6,7720,26
202655090503,3連複,1,4-5-6,23710,62
202655090503,3連単,1,4-6-5,134490,322
202655090504,単勝,1,9,370,2
202655090504,複勝,1,9,120,1
202655090504,複勝,2,8,120,2
202655090504,複勝,3,3,170,4
202655090504,枠連,1,7-7,530,2
202655090504,馬連,1,8-9,370,1
202655090504,ワイド,1,8-9,200,1
202655090504,ワイド,2,3-9,480,5
202655090504,ワイド,3,3-8,500,6
202655090504,馬単,1,9-8,450,1
202655090504,3連複,1,3-8-9,1230,3
202655090504,3連単,1,9-8-3,4590,8
202655090505,単勝,1,10,140,1
202655090505,複勝,1,10,120,1
202655090505,複勝,2,1,190,3
202655090505,複勝,3,9,690,8
202655090505,枠連,1,1-7,460,2
202655090505,馬連,1,1-10,460,2
202655090505,ワイド,1,1-10,290,2
202655090505,ワイド,2,9-10,770,8
202655090505,ワイド,3,1-9,1900,16
202655090505,馬単,1,10-1,760,3
202655090505,3連複,1,1-9-10,4270,11
202655090505,3連単,1,10-1-9,9650,27
202655090506,単勝,1,5,120,1
202655090506,複勝,1,5,120,1
202655090506,複勝,2,9,170,3
202655090506,複勝,3,2,990,10
202655090506,枠連,1,5-7,270,1
202655090506,馬連,1,5-9,470,2
202655090506,ワイド,1,5-9,220,2
202655090506,ワイド,2,2-5,1010,11
202655090506,ワイド,3,2-9,5620,31
202655090506,馬単,1,5-9,410,2
202655090506,3連複,1,2-5-9,8150,23
202655090506,3連単,1,5-9-2,16230,44
202655090507,単勝,1,4,1000,3
202655090507,複勝,1,4,220,3
202655090507,複勝,2,10,130,2
202655090507,複勝,3,2,270,5
202655090507,枠連,1,4-7,1410,8
202655090507,馬連,1,4-10,1080,2
202655090507,ワイド,1,4-10,480,3
202655090507,ワイド,2,2-4,1300,14
202655090507,ワイド,3,2-10,570,6
202655090507,馬単,1,4-10,3640,12
202655090507,3連複,1,2-4-10,2990,8
202655090507,3連単,1,4-10-2,17290,59
202655090508,単勝,1,7,670,3
202655090508,複勝,1,7,190,2
202655090508,複勝,2,8,260,5
202655090508,複勝,3,4,210,3
202655090508,枠連,1,6-7,900,5
202655090508,馬連,1,7-8,1440,6
202655090508,ワイド,1,7-8,370,4
202655090508,ワイド,2,4-7,360,3
202655090508,ワイド,3,4-8,550,8
202655090508,馬単,1,7-8,4100,14
202655090508,3連複,1,4-7-8,2130,4
202655090508,3連単,1,7-8-4,17200,52
202655090509,単勝,1,7,230,1
202655090509,複勝,1,7,110,1
202655090509,複勝,2,1,180,5
202655090509,複勝,3,5,140,2
202655090509,枠連,1,1-7,690,4
202655090509,馬連,1,1-7,840,4
202655090509,ワイド,1,1-7,280,4
202655090509,ワイド,2,5-7,260,3
202655090509,ワイド,3,1-5,490,6
202655090509,馬単,1,7-1,1150,5
202655090509,3連複,1,1-5-7,1430,6
202655090509,3連単,1,7-1-5,5970,15
202655090510,単勝,1,7,130,1
202655090510,複勝,1,7,110,1
202655090510,複勝,2,5,240,4
202655090510,複勝,3,3,120,3
202655090510,枠連,1,5-7,520,2
202655090510,馬連,1,5-7,470,2
202655090510,ワイド,1,5-7,210,3
202655090510,ワイド,2,3-7,190,2
202655090510,ワイド,3,3-5,750,10
202655090510,馬単,1,7-5,600,3
202655090510,3連複,1,3-5-7,1200,4
202655090510,3連単,1,7-5-3,3320,10
