t_sec,checkpoint,umaban,rank_official,source,confidence
32,video_t32,8,1,video_frame_read,medium(vision-read)
32,video_t32,16,2,video_frame_read,medium(vision-read)
32,video_t32,11,3,video_frame_read,medium(vision-read)
32,video_t32,10,4,video_frame_read,medium(vision-read)
32,video_t32,14,5,video_frame_read,medium(vision-read)
32,video_t32,13,6,video_frame_read,medium(vision-read)
32,video_t32,3,7,video_frame_read,medium(vision-read)
32,video_t32,7,8,video_frame_read,medium(vision-read)
32,video_t32,6,9,video_frame_read,medium(vision-read)
32,video_t32,9,10,video_frame_read,medium(vision-read)
32,video_t32,5,11,video_frame_read,medium(vision-read)
32,video_t32,2,12,video_frame_read,medium(vision-read)
32,video_t32,15,13,video_frame_read,medium(vision-read)
32,video_t32,1,14,video_frame_read,medium(vision-read)
32,video_t32,12,15,video_frame_read,medium(vision-read)
35,video_t35,8,1,video_frame_read,medium(vision-read)
35,video_t35,16,2,video_frame_read,medium(vision-read)
35,video_t35,11,3,video_frame_read,medium(vision-read)
35,video_t35,10,4,video_frame_read,medium(vision-read)
35,video_t35,14,5,video_frame_read,medium(vision-read)
35,video_t35,13,6,video_frame_read,medium(vision-read)
35,video_t35,3,7,video_frame_read,medium(vision-read)
35,video_t35,7,8,video_frame_read,medium(vision-read)
35,video_t35,6,9,video_frame_read,medium(vision-read)
35,video_t35,9,10,video_frame_read,medium(vision-read)
35,video_t35,5,11,video_frame_read,medium(vision-read)
35,video_t35,2,12,video_frame_read,medium(vision-read)
35,video_t35,15,13,video_frame_read,medium(vision-read)
35,video_t35,1,14,video_frame_read,medium(vision-read)
35,video_t35,12,15,video_frame_read,medium(vision-read)
38,video_t38,8,1,video_frame_read,medium(vision-read)
38,video_t38,16,2,video_frame_read,medium(vision-read)
38,video_t38,11,3,video_frame_read,medium(vision-read)
38,video_t38,10,4,video_frame_read,medium(vision-read)
38,video_t38,14,5,video_frame_read,medium(vision-read)
38,video_t38,13,6,video_frame_read,medium(vision-read)
38,video_t38,3,7,video_frame_read,medium(vision-read)
38,video_t38,7,8,video_frame_read,medium(vision-read)
38,video_t38,6,9,video_frame_read,medium(vision-read)
38,video_t38,9,10,video_frame_read,medium(vision-read)
38,video_t38,5,11,video_frame_read,medium(vision-read)
38,video_t38,2,12,video_frame_read,medium(vision-read)
38,video_t38,15,13,video_frame_read,medium(vision-read)
38,video_t38,1,14,video_frame_read,medium(vision-read)
38,video_t38,12,15,video_frame_read,medium(vision-read)
41,video_t41,8,1,video_frame_read,medium(vision-read)
41,video_t41,16,2,video_frame_read,medium(vision-read)
41,video_t41,11,3,video_frame_read,medium(vision-read)
41,video_t41,10,4,video_frame_read,medium(vision-read)
41,video_t41,14,5,video_frame_read,medium(vision-read)
41,video_t41,13,6,video_frame_read,medium(vision-read)
41,video_t41,3,7,video_frame_read,medium(vision-read)
41,video_t41,7,8,video_frame_read,medium(vision-read)
41,video_t41,6,9,video_frame_read,medium(vision-read)
41,video_t41,9,10,video_frame_read,medium(vision-read)
41,video_t41,5,11,video_frame_read,medium(vision-read)
41,video_t41,2,12,video_frame_read,medium(vision-read)
41,video_t41,15,13,video_frame_read,medium(vision-read)
41,video_t41,1,14,video_frame_read,medium(vision-read)
41,video_t41,12,15,video_frame_read,medium(vision-read)
44,video_t44,8,1,video_frame_read,medium(vision-read)
44,video_t44,16,2,video_frame_read,medium(vision-read)
44,video_t44,11,3,video_frame_read,medium(vision-read)
44,video_t44,10,4,video_frame_read,medium(vision-read)
44,video_t44,14,5,video_frame_read,medium(vision-read)
44,video_t44,13,6,video_frame_read,medium(vision-read)
44,video_t44,3,7,video_frame_read,medium(vision-read)
44,video_t44,7,8,video_frame_read,medium(vision-read)
44,video_t44,6,9,video_frame_read,medium(vision-read)
44,video_t44,9,10,video_frame_read,medium(vision-read)
44,video_t44,5,11,video_frame_read,medium(vision-read)
44,video_t44,2,12,video_frame_read,medium(vision-read)
44,video_t44,15,13,video_frame_read,medium(vision-read)
44,video_t44,1,14,video_frame_read,medium(vision-read)
44,video_t44,12,15,video_frame_read,medium(vision-read)
47,video_t47,16,1,video_frame_read,medium(vision-read)
47,video_t47,11,2,video_frame_read,medium(vision-read)
47,video_t47,8,3,video_frame_read,medium(vision-read)
47,video_t47,3,4,video_frame_read,medium(vision-read)
47,video_t47,10,5,video_frame_read,medium(vision-read)
47,video_t47,13,6,video_frame_read,medium(vision-read)
