t_sec,checkpoint,umaban,rank_official,source,confidence
65,video_t65,14,1,video_frame_read,medium(vision-read)
65,video_t65,15,2,video_frame_read,medium(vision-read)
65,video_t65,12,3,video_frame_read,medium(vision-read)
65,video_t65,5,4,video_frame_read,medium(vision-read)
65,video_t65,4,5,video_frame_read,medium(vision-read)
65,video_t65,10,6,video_frame_read,medium(vision-read)
65,video_t65,11,7,video_frame_read,medium(vision-read)
65,video_t65,6,8,video_frame_read,medium(vision-read)
65,video_t65,8,9,video_frame_read,medium(vision-read)
65,video_t65,7,10,video_frame_read,medium(vision-read)
65,video_t65,16,11,video_frame_read,medium(vision-read)
65,video_t65,9,12,video_frame_read,medium(vision-read)
65,video_t65,3,13,video_frame_read,medium(vision-read)
65,video_t65,13,14,video_frame_read,medium(vision-read)
65,video_t65,2,15,video_frame_read,medium(vision-read)
65,video_t65,1,16,video_frame_read,medium(vision-read)
68,video_t68,14,1,video_frame_read,medium(vision-read)
68,video_t68,15,2,video_frame_read,medium(vision-read)
68,video_t68,12,3,video_frame_read,medium(vision-read)
68,video_t68,5,4,video_frame_read,medium(vision-read)
68,video_t68,4,5,video_frame_read,medium(vision-read)
68,video_t68,10,6,video_frame_read,medium(vision-read)
68,video_t68,6,7,video_frame_read,medium(vision-read)
68,video_t68,11,8,video_frame_read,medium(vision-read)
68,video_t68,7,9,video_frame_read,medium(vision-read)
68,video_t68,16,10,video_frame_read,medium(vision-read)
68,video_t68,9,11,video_frame_read,medium(vision-read)
68,video_t68,3,12,video_frame_read,medium(vision-read)
68,video_t68,13,13,video_frame_read,medium(vision-read)
68,video_t68,2,14,video_frame_read,medium(vision-read)
68,video_t68,1,15,video_frame_read,medium(vision-read)
71,video_t71,14,1,video_frame_read,medium(vision-read)
71,video_t71,15,2,video_frame_read,medium(vision-read)
71,video_t71,12,3,video_frame_read,medium(vision-read)
71,video_t71,5,4,video_frame_read,medium(vision-read)
71,video_t71,4,5,video_frame_read,medium(vision-read)
71,video_t71,10,6,video_frame_read,medium(vision-read)
71,video_t71,6,7,video_frame_read,medium(vision-read)
71,video_t71,11,8,video_frame_read,medium(vision-read)
71,video_t71,8,9,video_frame_read,medium(vision-read)
71,video_t71,7,10,video_frame_read,medium(vision-read)
71,video_t71,16,11,video_frame_read,medium(vision-read)
71,video_t71,9,12,video_frame_read,medium(vision-read)
71,video_t71,3,13,video_frame_read,medium(vision-read)
71,video_t71,13,14,video_frame_read,medium(vision-read)
71,video_t71,2,15,video_frame_read,medium(vision-read)
71,video_t71,1,16,video_frame_read,medium(vision-read)
74,video_t74,14,1,video_frame_read,medium(vision-read)
74,video_t74,15,2,video_frame_read,medium(vision-read)
74,video_t74,12,3,video_frame_read,medium(vision-read)
74,video_t74,5,4,video_frame_read,medium(vision-read)
74,video_t74,10,5,video_frame_read,medium(vision-read)
74,video_t74,4,6,video_frame_read,medium(vision-read)
74,video_t74,6,7,video_frame_read,medium(vision-read)
74,video_t74,11,8,video_frame_read,medium(vision-read)
74,video_t74,7,9,video_frame_read,medium(vision-read)
74,video_t74,8,10,video_frame_read,medium(vision-read)
74,video_t74,16,11,video_frame_read,medium(vision-read)
74,video_t74,9,12,video_frame_read,medium(vision-read)
74,video_t74,3,13,video_frame_read,medium(vision-read)
74,video_t74,13,14,video_frame_read,medium(vision-read)
74,video_t74,2,15,video_frame_read,medium(vision-read)
74,video_t74,1,16,video_frame_read,medium(vision-read)
77,video_t77,14,1,video_frame_read,medium(vision-read)
77,video_t77,15,2,video_frame_read,medium(vision-read)
77,video_t77,12,3,video_frame_read,medium(vision-read)
77,video_t77,5,4,video_frame_read,medium(vision-read)
77,video_t77,10,5,video_frame_read,medium(vision-read)
77,video_t77,4,6,video_frame_read,medium(vision-read)
77,video_t77,6,7,video_frame_read,medium(vision-read)
77,video_t77,11,8,video_frame_read,medium(vision-read)
77,video_t77,7,9,video_frame_read,medium(vision-read)
77,video_t77,8,10,video_frame_read,medium(vision-read)
77,video_t77,16,11,video_frame_read,medium(vision-read)
77,video_t77,9,12,video_frame_read,medium(vision-read)
77,video_t77,3,13,video_frame_read,medium(vision-read)
77,video_t77,13,14,video_frame_read,medium(vision-read)
77,video_t77,2,15,video_frame_read,medium(vision-read)
77,video_t77,1,16,video_frame_read,medium(vision-read)
80,video_t80,14,1,video_frame_read,medium(vision-read)
80,video_t80,15,2,video_frame_read,medium(vision-read)
80,video_t80,12,3,video_frame_read,medium(vision-read)
80,video_t80,5,4,video_frame_read,medium(vision-read)
80,video_t80,10,5,video_frame_read,medium(vision-read)
80,video_t80,4,6,video_frame_read,medium(vision-read)
80,video_t80,6,7,video_frame_read,medium(vision-read)
80,video_t80,11,8,video_frame_read,medium(vision-read)
80,video_t80,7,9,video_frame_read,medium(vision-read)
