t_sec,checkpoint,umaban,rank_official,source,confidence
10,video_t10,9,1,video_frame_read,medium(vision-read)
10,video_t10,8,2,video_frame_read,medium(vision-read)
10,video_t10,10,3,video_frame_read,medium(vision-read)
10,video_t10,13,4,video_frame_read,medium(vision-read)
10,video_t10,14,5,video_frame_read,medium(vision-read)
10,video_t10,4,6,video_frame_read,medium(vision-read)
10,video_t10,11,7,video_frame_read,medium(vision-read)
10,video_t10,1,8,video_frame_read,medium(vision-read)
10,video_t10,3,9,video_frame_read,medium(vision-read)
10,video_t10,7,10,video_frame_read,medium(vision-read)
10,video_t10,12,11,video_frame_read,medium(vision-read)
10,video_t10,6,12,video_frame_read,medium(vision-read)
10,video_t10,2,13,video_frame_read,medium(vision-read)
15,video_t15,9,1,video_frame_read,medium(vision-read)
15,video_t15,14,2,video_frame_read,medium(vision-read)
15,video_t15,8,3,video_frame_read,medium(vision-read)
15,video_t15,13,4,video_frame_read,medium(vision-read)
15,video_t15,5,5,video_frame_read,medium(vision-read)
15,video_t15,10,6,video_frame_read,medium(vision-read)
15,video_t15,4,7,video_frame_read,medium(vision-read)
15,video_t15,1,8,video_frame_read,medium(vision-read)
15,video_t15,11,9,video_frame_read,medium(vision-read)
15,video_t15,3,10,video_frame_read,medium(vision-read)
15,video_t15,7,11,video_frame_read,medium(vision-read)
15,video_t15,12,12,video_frame_read,medium(vision-read)
15,video_t15,2,13,video_frame_read,medium(vision-read)
15,video_t15,6,14,video_frame_read,medium(vision-read)
20,video_t20,6,1,video_frame_read,medium(vision-read)
20,video_t20,2,2,video_frame_read,medium(vision-read)
20,video_t20,12,3,video_frame_read,medium(vision-read)
20,video_t20,7,4,video_frame_read,medium(vision-read)
20,video_t20,3,5,video_frame_read,medium(vision-read)
20,video_t20,11,6,video_frame_read,medium(vision-read)
20,video_t20,4,7,video_frame_read,medium(vision-read)
20,video_t20,1,8,video_frame_read,medium(vision-read)
20,video_t20,10,9,video_frame_read,medium(vision-read)
20,video_t20,13,10,video_frame_read,medium(vision-read)
20,video_t20,8,11,video_frame_read,medium(vision-read)
20,video_t20,5,12,video_frame_read,medium(vision-read)
20,video_t20,14,13,video_frame_read,medium(vision-read)
20,video_t20,9,14,video_frame_read,medium(vision-read)
25,video_t25,6,1,video_frame_read,medium(vision-read)
25,video_t25,2,2,video_frame_read,medium(vision-read)
25,video_t25,12,3,video_frame_read,medium(vision-read)
25,video_t25,7,4,video_frame_read,medium(vision-read)
25,video_t25,3,5,video_frame_read,medium(vision-read)
25,video_t25,11,6,video_frame_read,medium(vision-read)
25,video_t25,4,7,video_frame_read,medium(vision-read)
25,video_t25,1,8,video_frame_read,medium(vision-read)
25,video_t25,10,9,video_frame_read,medium(vision-read)
25,video_t25,5,10,video_frame_read,medium(vision-read)
25,video_t25,13,11,video_frame_read,medium(vision-read)
25,video_t25,8,12,video_frame_read,medium(vision-read)
25,video_t25,14,13,video_frame_read,medium(vision-read)
25,video_t25,9,14,video_frame_read,medium(vision-read)
