t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,5,1,video_frame_read,medium(vision-read)
15,video_t15,2,2,video_frame_read,medium(vision-read)
15,video_t15,1,3,video_frame_read,medium(vision-read)
15,video_t15,7,4,video_frame_read,medium(vision-read)
15,video_t15,4,5,video_frame_read,medium(vision-read)
15,video_t15,6,6,video_frame_read,medium(vision-read)
20,video_t20,3,1,video_frame_read,medium(vision-read)
20,video_t20,6,2,video_frame_read,medium(vision-read)
20,video_t20,4,3,video_frame_read,medium(vision-read)
20,video_t20,7,4,video_frame_read,medium(vision-read)
20,video_t20,1,5,video_frame_read,medium(vision-read)
20,video_t20,2,6,video_frame_read,medium(vision-read)
20,video_t20,5,7,video_frame_read,medium(vision-read)
25,video_t25,3,1,video_frame_read,medium(vision-read)
25,video_t25,6,2,video_frame_read,medium(vision-read)
25,video_t25,4,3,video_frame_read,medium(vision-read)
25,video_t25,7,4,video_frame_read,medium(vision-read)
25,video_t25,1,5,video_frame_read,medium(vision-read)
25,video_t25,2,6,video_frame_read,medium(vision-read)
25,video_t25,5,7,video_frame_read,medium(vision-read)
55,video_t55,3,1,video_frame_read,medium(vision-read)
55,video_t55,4,2,video_frame_read,medium(vision-read)
55,video_t55,7,3,video_frame_read,medium(vision-read)
55,video_t55,1,4,video_frame_read,medium(vision-read)
55,video_t55,2,5,video_frame_read,medium(vision-read)
55,video_t55,6,6,video_frame_read,medium(vision-read)
55,video_t55,5,7,video_frame_read,medium(vision-read)
58,video_t58,3,1,video_frame_read,medium(vision-read)
58,video_t58,4,2,video_frame_read,medium(vision-read)
58,video_t58,7,3,video_frame_read,medium(vision-read)
58,video_t58,1,4,video_frame_read,medium(vision-read)
58,video_t58,2,5,video_frame_read,medium(vision-read)
58,video_t58,6,6,video_frame_read,medium(vision-read)
58,video_t58,5,7,video_frame_read,medium(vision-read)
61,video_t61,3,1,video_frame_read,medium(vision-read)
61,video_t61,4,2,video_frame_read,medium(vision-read)
61,video_t61,7,3,video_frame_read,medium(vision-read)
61,video_t61,1,4,video_frame_read,medium(vision-read)
61,video_t61,2,5,video_frame_read,medium(vision-read)
61,video_t61,6,6,video_frame_read,medium(vision-read)
61,video_t61,5,7,video_frame_read,medium(vision-read)
64,video_t64,3,1,video_frame_read,medium(vision-read)
