t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,2,1,video_frame_read,medium(vision-read)
15,video_t15,12,2,video_frame_read,medium(vision-read)
15,video_t15,6,3,video_frame_read,medium(vision-read)
15,video_t15,1,4,video_frame_read,medium(vision-read)
15,video_t15,10,5,video_frame_read,medium(vision-read)
15,video_t15,11,6,video_frame_read,medium(vision-read)
15,video_t15,3,7,video_frame_read,medium(vision-read)
15,video_t15,9,8,video_frame_read,medium(vision-read)
15,video_t15,8,9,video_frame_read,medium(vision-read)
15,video_t15,7,10,video_frame_read,medium(vision-read)
20,video_t20,2,1,video_frame_read,medium(vision-read)
20,video_t20,12,2,video_frame_read,medium(vision-read)
20,video_t20,6,3,video_frame_read,medium(vision-read)
20,video_t20,1,4,video_frame_read,medium(vision-read)
20,video_t20,10,5,video_frame_read,medium(vision-read)
20,video_t20,4,6,video_frame_read,medium(vision-read)
20,video_t20,11,7,video_frame_read,medium(vision-read)
20,video_t20,3,8,video_frame_read,medium(vision-read)
20,video_t20,9,9,video_frame_read,medium(vision-read)
20,video_t20,8,10,video_frame_read,medium(vision-read)
20,video_t20,7,11,video_frame_read,medium(vision-read)
25,video_t25,2,1,video_frame_read,medium(vision-read)
25,video_t25,12,2,video_frame_read,medium(vision-read)
25,video_t25,6,3,video_frame_read,medium(vision-read)
25,video_t25,1,4,video_frame_read,medium(vision-read)
25,video_t25,10,5,video_frame_read,medium(vision-read)
25,video_t25,4,6,video_frame_read,medium(vision-read)
25,video_t25,11,7,video_frame_read,medium(vision-read)
25,video_t25,3,8,video_frame_read,medium(vision-read)
25,video_t25,9,9,video_frame_read,medium(vision-read)
25,video_t25,8,10,video_frame_read,medium(vision-read)
25,video_t25,7,11,video_frame_read,medium(vision-read)
35,video_t35,2,1,video_frame_read,medium(vision-read)
35,video_t35,12,2,video_frame_read,medium(vision-read)
35,video_t35,6,3,video_frame_read,medium(vision-read)
35,video_t35,5,4,video_frame_read,medium(vision-read)
35,video_t35,1,5,video_frame_read,medium(vision-read)
35,video_t35,10,6,video_frame_read,medium(vision-read)
35,video_t35,4,7,video_frame_read,medium(vision-read)
35,video_t35,11,8,video_frame_read,medium(vision-read)
35,video_t35,9,9,video_frame_read,medium(vision-read)
35,video_t35,8,10,video_frame_read,medium(vision-read)
35,video_t35,7,11,video_frame_read,medium(vision-read)
38,video_t38,2,1,video_frame_read,medium(vision-read)
38,video_t38,12,2,video_frame_read,medium(vision-read)
38,video_t38,6,3,video_frame_read,medium(vision-read)
38,video_t38,5,4,video_frame_read,medium(vision-read)
38,video_t38,1,5,video_frame_read,medium(vision-read)
38,video_t38,10,6,video_frame_read,medium(vision-read)
38,video_t38,4,7,video_frame_read,medium(vision-read)
38,video_t38,11,8,video_frame_read,medium(vision-read)
38,video_t38,9,9,video_frame_read,medium(vision-read)
38,video_t38,8,10,video_frame_read,medium(vision-read)
38,video_t38,7,11,video_frame_read,medium(vision-read)
41,video_t41,2,1,video_frame_read,medium(vision-read)
41,video_t41,12,2,video_frame_read,medium(vision-read)
41,video_t41,6,3,video_frame_read,medium(vision-read)
41,video_t41,5,4,video_frame_read,medium(vision-read)
41,video_t41,1,5,video_frame_read,medium(vision-read)
41,video_t41,10,6,video_frame_read,medium(vision-read)
41,video_t41,4,7,video_frame_read,medium(vision-read)
41,video_t41,11,8,video_frame_read,medium(vision-read)
41,video_t41,9,9,video_frame_read,medium(vision-read)
41,video_t41,8,10,video_frame_read,medium(vision-read)
41,video_t41,7,11,video_frame_read,medium(vision-read)
44,video_t44,2,1,video_frame_read,medium(vision-read)
44,video_t44,12,2,video_frame_read,medium(vision-read)
44,video_t44,6,3,video_frame_read,medium(vision-read)
44,video_t44,5,4,video_frame_read,medium(vision-read)
44,video_t44,1,5,video_frame_read,medium(vision-read)
44,video_t44,10,6,video_frame_read,medium(vision-read)
44,video_t44,4,7,video_frame_read,medium(vision-read)
44,video_t44,11,8,video_frame_read,medium(vision-read)
44,video_t44,9,9,video_frame_read,medium(vision-read)
44,video_t44,8,10,video_frame_read,medium(vision-read)
44,video_t44,7,11,video_frame_read,medium(vision-read)
47,video_t47,2,1,video_frame_read,medium(vision-read)
47,video_t47,12,2,video_frame_read,medium(vision-read)
47,video_t47,6,3,video_frame_read,medium(vision-read)
47,video_t47,5,4,video_frame_read,medium(vision-read)
47,video_t47,1,5,video_frame_read,medium(vision-read)
47,video_t47,10,6,video_frame_read,medium(vision-read)
47,video_t47,4,7,video_frame_read,medium(vision-read)
47,video_t47,11,8,video_frame_read,medium(vision-read)
47,video_t47,9,9,video_frame_read,medium(vision-read)
47,video_t47,8,10,video_frame_read,medium(vision-read)
47,video_t47,7,11,video_frame_read,medium(vision-read)
50,video_t50,2,1,video_frame_read,medium(vision-read)
50,video_t50,12,2,video_frame_read,medium(vision-read)
50,video_t50,6,3,video_frame_read,medium(vision-read)
50,video_t50,5,4,video_frame_read,medium(vision-read)
50,video_t50,1,5,video_frame_read,medium(vision-read)
50,video_t50,10,6,video_frame_read,medium(vision-read)
50,video_t50,3,7,video_frame_read,medium(vision-read)
50,video_t50,11,8,video_frame_read,medium(vision-read)
50,video_t50,9,9,video_frame_read,medium(vision-read)
50,video_t50,8,10,video_frame_read,medium(vision-read)
50,video_t50,7,11,video_frame_read,medium(vision-read)
53,video_t53,2,1,video_frame_read,medium(vision-read)
53,video_t53,12,2,video_frame_read,medium(vision-read)
53,video_t53,6,3,video_frame_read,medium(vision-read)
53,video_t53,5,4,video_frame_read,medium(vision-read)
53,video_t53,1,5,video_frame_read,medium(vision-read)
53,video_t53,10,6,video_frame_read,medium(vision-read)
53,video_t53,3,7,video_frame_read,medium(vision-read)
53,video_t53,11,8,video_frame_read,medium(vision-read)
53,video_t53,9,9,video_frame_read,medium(vision-read)
53,video_t53,8,10,video_frame_read,medium(vision-read)
53,video_t53,7,11,video_frame_read,medium(vision-read)
56,video_t56,2,1,video_frame_read,medium(vision-read)
56,video_t56,12,2,video_frame_read,medium(vision-read)
56,video_t56,6,3,video_frame_read,medium(vision-read)
56,video_t56,5,4,video_frame_read,medium(vision-read)
56,video_t56,1,5,video_frame_read,medium(vision-read)
56,video_t56,10,6,video_frame_read,medium(vision-read)
56,video_t56,3,7,video_frame_read,medium(vision-read)
56,video_t56,11,8,video_frame_read,medium(vision-read)
56,video_t56,9,9,video_frame_read,medium(vision-read)
56,video_t56,8,10,video_frame_read,medium(vision-read)
56,video_t56,7,11,video_frame_read,medium(vision-read)
59,video_t59,2,1,video_frame_read,medium(vision-read)
59,video_t59,12,2,video_frame_read,medium(vision-read)
59,video_t59,6,3,video_frame_read,medium(vision-read)
59,video_t59,5,4,video_frame_read,medium(vision-read)
59,video_t59,1,5,video_frame_read,medium(vision-read)
59,video_t59,10,6,video_frame_read,medium(vision-read)
59,video_t59,3,7,video_frame_read,medium(vision-read)
59,video_t59,11,8,video_frame_read,medium(vision-read)
59,video_t59,9,9,video_frame_read,medium(vision-read)
59,video_t59,8,10,video_frame_read,medium(vision-read)
59,video_t59,7,11,video_frame_read,medium(vision-read)
65,video_t65,2,1,video_frame_read,medium(vision-read)
65,video_t65,6,2,video_frame_read,medium(vision-read)
65,video_t65,12,3,video_frame_read,medium(vision-read)
