t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,1,1,video_frame_read,medium(vision-read)
15,video_t15,3,2,video_frame_read,medium(vision-read)
15,video_t15,13,3,video_frame_read,medium(vision-read)
15,video_t15,5,4,video_frame_read,medium(vision-read)
15,video_t15,7,5,video_frame_read,medium(vision-read)
15,video_t15,6,6,video_frame_read,medium(vision-read)
15,video_t15,4,7,video_frame_read,medium(vision-read)
15,video_t15,2,8,video_frame_read,medium(vision-read)
15,video_t15,9,9,video_frame_read,medium(vision-read)
15,video_t15,10,10,video_frame_read,medium(vision-read)
15,video_t15,12,11,video_frame_read,medium(vision-read)
15,video_t15,8,12,video_frame_read,medium(vision-read)
15,video_t15,14,13,video_frame_read,medium(vision-read)
20,video_t20,1,1,video_frame_read,medium(vision-read)
20,video_t20,13,2,video_frame_read,medium(vision-read)
20,video_t20,3,3,video_frame_read,medium(vision-read)
20,video_t20,6,4,video_frame_read,medium(vision-read)
20,video_t20,7,5,video_frame_read,medium(vision-read)
20,video_t20,4,6,video_frame_read,medium(vision-read)
20,video_t20,9,7,video_frame_read,medium(vision-read)
20,video_t20,11,8,video_frame_read,medium(vision-read)
20,video_t20,2,9,video_frame_read,medium(vision-read)
20,video_t20,10,10,video_frame_read,medium(vision-read)
20,video_t20,12,11,video_frame_read,medium(vision-read)
20,video_t20,8,12,video_frame_read,medium(vision-read)
20,video_t20,14,13,video_frame_read,medium(vision-read)
25,video_t25,1,1,video_frame_read,medium(vision-read)
25,video_t25,13,2,video_frame_read,medium(vision-read)
25,video_t25,3,3,video_frame_read,medium(vision-read)
25,video_t25,5,4,video_frame_read,medium(vision-read)
25,video_t25,7,5,video_frame_read,medium(vision-read)
25,video_t25,4,6,video_frame_read,medium(vision-read)
25,video_t25,9,7,video_frame_read,medium(vision-read)
25,video_t25,11,8,video_frame_read,medium(vision-read)
25,video_t25,2,9,video_frame_read,medium(vision-read)
25,video_t25,10,10,video_frame_read,medium(vision-read)
25,video_t25,12,11,video_frame_read,medium(vision-read)
25,video_t25,8,12,video_frame_read,medium(vision-read)
25,video_t25,14,13,video_frame_read,medium(vision-read)
35,video_t35,1,1,video_frame_read,medium(vision-read)
35,video_t35,3,2,video_frame_read,medium(vision-read)
35,video_t35,13,3,video_frame_read,medium(vision-read)
35,video_t35,4,4,video_frame_read,medium(vision-read)
35,video_t35,6,5,video_frame_read,medium(vision-read)
35,video_t35,7,6,video_frame_read,medium(vision-read)
35,video_t35,11,7,video_frame_read,medium(vision-read)
35,video_t35,2,8,video_frame_read,medium(vision-read)
35,video_t35,9,9,video_frame_read,medium(vision-read)
35,video_t35,10,10,video_frame_read,medium(vision-read)
35,video_t35,12,11,video_frame_read,medium(vision-read)
35,video_t35,8,12,video_frame_read,medium(vision-read)
35,video_t35,14,13,video_frame_read,medium(vision-read)
38,video_t38,1,1,video_frame_read,medium(vision-read)
38,video_t38,3,2,video_frame_read,medium(vision-read)
38,video_t38,13,3,video_frame_read,medium(vision-read)
38,video_t38,4,4,video_frame_read,medium(vision-read)
38,video_t38,6,5,video_frame_read,medium(vision-read)
38,video_t38,7,6,video_frame_read,medium(vision-read)
38,video_t38,11,7,video_frame_read,medium(vision-read)
38,video_t38,2,8,video_frame_read,medium(vision-read)
38,video_t38,9,9,video_frame_read,medium(vision-read)
38,video_t38,10,10,video_frame_read,medium(vision-read)
38,video_t38,12,11,video_frame_read,medium(vision-read)
38,video_t38,8,12,video_frame_read,medium(vision-read)
38,video_t38,14,13,video_frame_read,medium(vision-read)
41,video_t41,1,1,video_frame_read,medium(vision-read)
41,video_t41,3,2,video_frame_read,medium(vision-read)
41,video_t41,13,3,video_frame_read,medium(vision-read)
41,video_t41,4,4,video_frame_read,medium(vision-read)
41,video_t41,6,5,video_frame_read,medium(vision-read)
41,video_t41,7,6,video_frame_read,medium(vision-read)
41,video_t41,11,7,video_frame_read,medium(vision-read)
41,video_t41,2,8,video_frame_read,medium(vision-read)
41,video_t41,9,9,video_frame_read,medium(vision-read)
41,video_t41,10,10,video_frame_read,medium(vision-read)
41,video_t41,12,11,video_frame_read,medium(vision-read)
41,video_t41,8,12,video_frame_read,medium(vision-read)
41,video_t41,14,13,video_frame_read,medium(vision-read)
44,video_t44,1,1,video_frame_read,medium(vision-read)
44,video_t44,3,2,video_frame_read,medium(vision-read)
44,video_t44,13,3,video_frame_read,medium(vision-read)
44,video_t44,4,4,video_frame_read,medium(vision-read)
44,video_t44,6,5,video_frame_read,medium(vision-read)
44,video_t44,7,6,video_frame_read,medium(vision-read)
44,video_t44,11,7,video_frame_read,medium(vision-read)
44,video_t44,2,8,video_frame_read,medium(vision-read)
44,video_t44,9,9,video_frame_read,medium(vision-read)
44,video_t44,10,10,video_frame_read,medium(vision-read)
44,video_t44,12,11,video_frame_read,medium(vision-read)
44,video_t44,8,12,video_frame_read,medium(vision-read)
44,video_t44,14,13,video_frame_read,medium(vision-read)
47,video_t47,1,1,video_frame_read,medium(vision-read)
47,video_t47,3,2,video_frame_read,medium(vision-read)
47,video_t47,13,3,video_frame_read,medium(vision-read)
47,video_t47,4,4,video_frame_read,medium(vision-read)
47,video_t47,6,5,video_frame_read,medium(vision-read)
47,video_t47,7,6,video_frame_read,medium(vision-read)
47,video_t47,11,7,video_frame_read,medium(vision-read)
47,video_t47,2,8,video_frame_read,medium(vision-read)
47,video_t47,9,9,video_frame_read,medium(vision-read)
47,video_t47,10,10,video_frame_read,medium(vision-read)
47,video_t47,12,11,video_frame_read,medium(vision-read)
47,video_t47,8,12,video_frame_read,medium(vision-read)
