t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,9,1,video_frame_read,medium(vision-read)
15,video_t15,11,2,video_frame_read,medium(vision-read)
15,video_t15,5,3,video_frame_read,medium(vision-read)
15,video_t15,13,4,video_frame_read,medium(vision-read)
15,video_t15,8,5,video_frame_read,medium(vision-read)
15,video_t15,14,6,video_frame_read,medium(vision-read)
15,video_t15,4,7,video_frame_read,medium(vision-read)
15,video_t15,6,8,video_frame_read,medium(vision-read)
15,video_t15,1,9,video_frame_read,medium(vision-read)
15,video_t15,2,10,video_frame_read,medium(vision-read)
15,video_t15,3,11,video_frame_read,medium(vision-read)
15,video_t15,12,12,video_frame_read,medium(vision-read)
15,video_t15,10,13,video_frame_read,medium(vision-read)
15,video_t15,15,14,video_frame_read,medium(vision-read)
20,video_t20,9,1,video_frame_read,medium(vision-read)
20,video_t20,11,2,video_frame_read,medium(vision-read)
20,video_t20,5,3,video_frame_read,medium(vision-read)
20,video_t20,13,4,video_frame_read,medium(vision-read)
20,video_t20,8,5,video_frame_read,medium(vision-read)
20,video_t20,14,6,video_frame_read,medium(vision-read)
20,video_t20,6,7,video_frame_read,medium(vision-read)
20,video_t20,1,8,video_frame_read,medium(vision-read)
20,video_t20,2,9,video_frame_read,medium(vision-read)
20,video_t20,3,10,video_frame_read,medium(vision-read)
20,video_t20,12,11,video_frame_read,medium(vision-read)
20,video_t20,10,12,video_frame_read,medium(vision-read)
20,video_t20,15,13,video_frame_read,medium(vision-read)
25,video_t25,9,1,video_frame_read,medium(vision-read)
25,video_t25,11,2,video_frame_read,medium(vision-read)
25,video_t25,5,3,video_frame_read,medium(vision-read)
25,video_t25,13,4,video_frame_read,medium(vision-read)
25,video_t25,7,5,video_frame_read,medium(vision-read)
25,video_t25,8,6,video_frame_read,medium(vision-read)
25,video_t25,4,7,video_frame_read,medium(vision-read)
25,video_t25,14,8,video_frame_read,medium(vision-read)
25,video_t25,1,9,video_frame_read,medium(vision-read)
25,video_t25,6,10,video_frame_read,medium(vision-read)
25,video_t25,2,11,video_frame_read,medium(vision-read)
25,video_t25,3,12,video_frame_read,medium(vision-read)
25,video_t25,12,13,video_frame_read,medium(vision-read)
25,video_t25,10,14,video_frame_read,medium(vision-read)
25,video_t25,15,15,video_frame_read,medium(vision-read)
