t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,8,1,video_frame_read,medium(vision-read)
15,video_t15,13,2,video_frame_read,medium(vision-read)
15,video_t15,1,3,video_frame_read,medium(vision-read)
15,video_t15,4,4,video_frame_read,medium(vision-read)
15,video_t15,10,5,video_frame_read,medium(vision-read)
15,video_t15,7,6,video_frame_read,medium(vision-read)
15,video_t15,3,7,video_frame_read,medium(vision-read)
15,video_t15,6,8,video_frame_read,medium(vision-read)
15,video_t15,11,9,video_frame_read,medium(vision-read)
15,video_t15,14,10,video_frame_read,medium(vision-read)
15,video_t15,15,11,video_frame_read,medium(vision-read)
20,video_t20,8,1,video_frame_read,medium(vision-read)
20,video_t20,9,2,video_frame_read,medium(vision-read)
20,video_t20,1,3,video_frame_read,medium(vision-read)
20,video_t20,4,4,video_frame_read,medium(vision-read)
20,video_t20,10,5,video_frame_read,medium(vision-read)
20,video_t20,7,6,video_frame_read,medium(vision-read)
20,video_t20,3,7,video_frame_read,medium(vision-read)
20,video_t20,6,8,video_frame_read,medium(vision-read)
20,video_t20,11,9,video_frame_read,medium(vision-read)
20,video_t20,14,10,video_frame_read,medium(vision-read)
25,video_t25,8,1,video_frame_read,medium(vision-read)
25,video_t25,13,2,video_frame_read,medium(vision-read)
25,video_t25,9,3,video_frame_read,medium(vision-read)
25,video_t25,2,4,video_frame_read,medium(vision-read)
25,video_t25,1,5,video_frame_read,medium(vision-read)
25,video_t25,4,6,video_frame_read,medium(vision-read)
25,video_t25,10,7,video_frame_read,medium(vision-read)
25,video_t25,3,8,video_frame_read,medium(vision-read)
25,video_t25,6,9,video_frame_read,medium(vision-read)
25,video_t25,11,10,video_frame_read,medium(vision-read)
25,video_t25,14,11,video_frame_read,medium(vision-read)
25,video_t25,12,12,video_frame_read,medium(vision-read)
61,video_t61,5,1,video_frame_read,medium(vision-read)
61,video_t61,11,2,video_frame_read,medium(vision-read)
61,video_t61,12,3,video_frame_read,medium(vision-read)
61,video_t61,3,4,video_frame_read,medium(vision-read)
61,video_t61,14,5,video_frame_read,medium(vision-read)
61,video_t61,15,6,video_frame_read,medium(vision-read)
61,video_t61,7,7,video_frame_read,medium(vision-read)
61,video_t61,4,8,video_frame_read,medium(vision-read)
61,video_t61,9,9,video_frame_read,medium(vision-read)
61,video_t61,10,10,video_frame_read,medium(vision-read)
61,video_t61,2,11,video_frame_read,medium(vision-read)
61,video_t61,1,12,video_frame_read,medium(vision-read)
61,video_t61,8,13,video_frame_read,medium(vision-read)
61,video_t61,13,14,video_frame_read,medium(vision-read)
64,video_t64,5,1,video_frame_read,medium(vision-read)
64,video_t64,11,2,video_frame_read,medium(vision-read)
64,video_t64,12,3,video_frame_read,medium(vision-read)
64,video_t64,14,4,video_frame_read,medium(vision-read)
64,video_t64,9,5,video_frame_read,medium(vision-read)
64,video_t64,10,6,video_frame_read,medium(vision-read)
64,video_t64,3,7,video_frame_read,medium(vision-read)
64,video_t64,15,8,video_frame_read,medium(vision-read)
64,video_t64,7,9,video_frame_read,medium(vision-read)
64,video_t64,4,10,video_frame_read,medium(vision-read)
64,video_t64,2,11,video_frame_read,medium(vision-read)
64,video_t64,1,12,video_frame_read,medium(vision-read)
64,video_t64,8,13,video_frame_read,medium(vision-read)
64,video_t64,13,14,video_frame_read,medium(vision-read)
67,video_t67,5,1,video_frame_read,medium(vision-read)
67,video_t67,11,2,video_frame_read,medium(vision-read)
67,video_t67,12,3,video_frame_read,medium(vision-read)
67,video_t67,3,4,video_frame_read,medium(vision-read)
67,video_t67,14,5,video_frame_read,medium(vision-read)
67,video_t67,9,6,video_frame_read,medium(vision-read)
67,video_t67,15,7,video_frame_read,medium(vision-read)
67,video_t67,7,8,video_frame_read,medium(vision-read)
67,video_t67,4,9,video_frame_read,medium(vision-read)
67,video_t67,10,10,video_frame_read,medium(vision-read)
67,video_t67,2,11,video_frame_read,medium(vision-read)
67,video_t67,1,12,video_frame_read,medium(vision-read)
67,video_t67,8,13,video_frame_read,medium(vision-read)
67,video_t67,13,14,video_frame_read,medium(vision-read)
70,video_t70,5,1,video_frame_read,medium(vision-read)
70,video_t70,11,2,video_frame_read,medium(vision-read)
70,video_t70,12,3,video_frame_read,medium(vision-read)
70,video_t70,3,4,video_frame_read,medium(vision-read)
70,video_t70,14,5,video_frame_read,medium(vision-read)
70,video_t70,9,6,video_frame_read,medium(vision-read)
70,video_t70,10,7,video_frame_read,medium(vision-read)
70,video_t70,15,8,video_frame_read,medium(vision-read)
70,video_t70,7,9,video_frame_read,medium(vision-read)
70,video_t70,4,10,video_frame_read,medium(vision-read)
70,video_t70,2,11,video_frame_read,medium(vision-read)
70,video_t70,1,12,video_frame_read,medium(vision-read)
70,video_t70,8,13,video_frame_read,medium(vision-read)
70,video_t70,13,14,video_frame_read,medium(vision-read)
73,video_t73,5,1,video_frame_read,medium(vision-read)
73,video_t73,11,2,video_frame_read,medium(vision-read)
73,video_t73,12,3,video_frame_read,medium(vision-read)
73,video_t73,3,4,video_frame_read,medium(vision-read)
73,video_t73,14,5,video_frame_read,medium(vision-read)
73,video_t73,9,6,video_frame_read,medium(vision-read)
73,video_t73,10,7,video_frame_read,medium(vision-read)
73,video_t73,15,8,video_frame_read,medium(vision-read)
73,video_t73,7,9,video_frame_read,medium(vision-read)
73,video_t73,4,10,video_frame_read,medium(vision-read)
73,video_t73,2,11,video_frame_read,medium(vision-read)
73,video_t73,1,12,video_frame_read,medium(vision-read)
73,video_t73,8,13,video_frame_read,medium(vision-read)
73,video_t73,13,14,video_frame_read,medium(vision-read)
76,video_t76,5,1,video_frame_read,medium(vision-read)
76,video_t76,11,2,video_frame_read,medium(vision-read)
76,video_t76,3,3,video_frame_read,medium(vision-read)
76,video_t76,14,4,video_frame_read,medium(vision-read)
76,video_t76,9,5,video_frame_read,medium(vision-read)
76,video_t76,10,6,video_frame_read,medium(vision-read)
76,video_t76,4,7,video_frame_read,medium(vision-read)
76,video_t76,7,8,video_frame_read,medium(vision-read)
76,video_t76,2,9,video_frame_read,medium(vision-read)
76,video_t76,8,10,video_frame_read,medium(vision-read)
76,video_t76,13,11,video_frame_read,medium(vision-read)
76,video_t76,1,12,video_frame_read,medium(vision-read)
79,video_t79,5,1,video_frame_read,medium(vision-read)
79,video_t79,11,2,video_frame_read,medium(vision-read)
79,video_t79,3,3,video_frame_read,medium(vision-read)
79,video_t79,6,4,video_frame_read,medium(vision-read)
79,video_t79,14,5,video_frame_read,medium(vision-read)
79,video_t79,9,6,video_frame_read,medium(vision-read)
79,video_t79,10,7,video_frame_read,medium(vision-read)
79,video_t79,15,8,video_frame_read,medium(vision-read)
79,video_t79,7,9,video_frame_read,medium(vision-read)
79,video_t79,4,10,video_frame_read,medium(vision-read)
79,video_t79,2,11,video_frame_read,medium(vision-read)
79,video_t79,1,12,video_frame_read,medium(vision-read)
79,video_t79,8,13,video_frame_read,medium(vision-read)
79,video_t79,13,14,video_frame_read,medium(vision-read)
82,video_t82,5,1,video_frame_read,medium(vision-read)
82,video_t82,3,2,video_frame_read,medium(vision-read)
82,video_t82,9,3,video_frame_read,medium(vision-read)
82,video_t82,4,4,video_frame_read,medium(vision-read)
82,video_t82,14,5,video_frame_read,medium(vision-read)
82,video_t82,10,6,video_frame_read,medium(vision-read)
82,video_t82,15,7,video_frame_read,medium(vision-read)
82,video_t82,7,8,video_frame_read,medium(vision-read)
82,video_t82,2,9,video_frame_read,medium(vision-read)
82,video_t82,1,10,video_frame_read,medium(vision-read)
82,video_t82,8,11,video_frame_read,medium(vision-read)
82,video_t82,13,12,video_frame_read,medium(vision-read)
88,video_t88,1,1,video_frame_read,medium(vision-read)
88,video_t88,4,2,video_frame_read,medium(vision-read)
88,video_t88,2,3,video_frame_read,medium(vision-read)
88,video_t88,8,4,video_frame_read,medium(vision-read)
88,video_t88,10,5,video_frame_read,medium(vision-read)
88,video_t88,9,6,video_frame_read,medium(vision-read)
88,video_t88,7,7,video_frame_read,medium(vision-read)
88,video_t88,15,8,video_frame_read,medium(vision-read)
88,video_t88,14,9,video_frame_read,medium(vision-read)
88,video_t88,6,10,video_frame_read,medium(vision-read)
88,video_t88,3,11,video_frame_read,medium(vision-read)
88,video_t88,5,12,video_frame_read,medium(vision-read)
88,video_t88,11,13,video_frame_read,medium(vision-read)
88,video_t88,13,14,video_frame_read,medium(vision-read)
91,video_t91,11,1,video_frame_read,medium(vision-read)
91,video_t91,5,2,video_frame_read,medium(vision-read)
91,video_t91,14,3,video_frame_read,medium(vision-read)
91,video_t91,15,4,video_frame_read,medium(vision-read)
91,video_t91,6,5,video_frame_read,medium(vision-read)
91,video_t91,3,6,video_frame_read,medium(vision-read)
