t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,2,1,video_frame_read,medium(vision-read)
15,video_t15,3,2,video_frame_read,medium(vision-read)
15,video_t15,8,3,video_frame_read,medium(vision-read)
15,video_t15,1,4,video_frame_read,medium(vision-read)
15,video_t15,11,5,video_frame_read,medium(vision-read)
15,video_t15,10,6,video_frame_read,medium(vision-read)
15,video_t15,7,7,video_frame_read,medium(vision-read)
15,video_t15,5,8,video_frame_read,medium(vision-read)
15,video_t15,9,9,video_frame_read,medium(vision-read)
15,video_t15,6,10,video_frame_read,medium(vision-read)
15,video_t15,4,11,video_frame_read,medium(vision-read)
20,video_t20,2,1,video_frame_read,medium(vision-read)
20,video_t20,8,2,video_frame_read,medium(vision-read)
20,video_t20,1,3,video_frame_read,medium(vision-read)
20,video_t20,11,4,video_frame_read,medium(vision-read)
20,video_t20,10,5,video_frame_read,medium(vision-read)
20,video_t20,5,6,video_frame_read,medium(vision-read)
20,video_t20,7,7,video_frame_read,medium(vision-read)
20,video_t20,9,8,video_frame_read,medium(vision-read)
20,video_t20,6,9,video_frame_read,medium(vision-read)
20,video_t20,4,10,video_frame_read,medium(vision-read)
23,video_t23,2,1,video_frame_read,medium(vision-read)
23,video_t23,8,2,video_frame_read,medium(vision-read)
23,video_t23,1,3,video_frame_read,medium(vision-read)
23,video_t23,11,4,video_frame_read,medium(vision-read)
23,video_t23,10,5,video_frame_read,medium(vision-read)
23,video_t23,5,6,video_frame_read,medium(vision-read)
23,video_t23,7,7,video_frame_read,medium(vision-read)
23,video_t23,9,8,video_frame_read,medium(vision-read)
23,video_t23,6,9,video_frame_read,medium(vision-read)
23,video_t23,4,10,video_frame_read,medium(vision-read)
26,video_t26,2,1,video_frame_read,medium(vision-read)
26,video_t26,8,2,video_frame_read,medium(vision-read)
26,video_t26,1,3,video_frame_read,medium(vision-read)
26,video_t26,11,4,video_frame_read,medium(vision-read)
26,video_t26,10,5,video_frame_read,medium(vision-read)
26,video_t26,5,6,video_frame_read,medium(vision-read)
26,video_t26,7,7,video_frame_read,medium(vision-read)
26,video_t26,9,8,video_frame_read,medium(vision-read)
26,video_t26,6,9,video_frame_read,medium(vision-read)
26,video_t26,4,10,video_frame_read,medium(vision-read)
29,video_t29,2,1,video_frame_read,medium(vision-read)
29,video_t29,8,2,video_frame_read,medium(vision-read)
29,video_t29,1,3,video_frame_read,medium(vision-read)
29,video_t29,11,4,video_frame_read,medium(vision-read)
29,video_t29,10,5,video_frame_read,medium(vision-read)
29,video_t29,5,6,video_frame_read,medium(vision-read)
29,video_t29,7,7,video_frame_read,medium(vision-read)
29,video_t29,9,8,video_frame_read,medium(vision-read)
29,video_t29,6,9,video_frame_read,medium(vision-read)
29,video_t29,4,10,video_frame_read,medium(vision-read)
32,video_t32,2,1,video_frame_read,medium(vision-read)
32,video_t32,3,2,video_frame_read,medium(vision-read)
32,video_t32,8,3,video_frame_read,medium(vision-read)
32,video_t32,1,4,video_frame_read,medium(vision-read)
32,video_t32,11,5,video_frame_read,medium(vision-read)
32,video_t32,5,6,video_frame_read,medium(vision-read)
32,video_t32,7,7,video_frame_read,medium(vision-read)
32,video_t32,9,8,video_frame_read,medium(vision-read)
32,video_t32,6,9,video_frame_read,medium(vision-read)
32,video_t32,4,10,video_frame_read,medium(vision-read)
35,video_t35,2,1,video_frame_read,medium(vision-read)
35,video_t35,3,2,video_frame_read,medium(vision-read)
35,video_t35,8,3,video_frame_read,medium(vision-read)
35,video_t35,1,4,video_frame_read,medium(vision-read)
35,video_t35,11,5,video_frame_read,medium(vision-read)
35,video_t35,5,6,video_frame_read,medium(vision-read)
35,video_t35,10,7,video_frame_read,medium(vision-read)
35,video_t35,7,8,video_frame_read,medium(vision-read)
35,video_t35,6,9,video_frame_read,medium(vision-read)
35,video_t35,4,10,video_frame_read,medium(vision-read)
35,video_t35,9,11,video_frame_read,medium(vision-read)
