t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,9,1,video_frame_read,medium(vision-read)
15,video_t15,4,2,video_frame_read,medium(vision-read)
15,video_t15,7,3,video_frame_read,medium(vision-read)
15,video_t15,1,4,video_frame_read,medium(vision-read)
15,video_t15,5,5,video_frame_read,medium(vision-read)
15,video_t15,8,6,video_frame_read,medium(vision-read)
15,video_t15,6,7,video_frame_read,medium(vision-read)
15,video_t15,2,8,video_frame_read,medium(vision-read)
15,video_t15,3,9,video_frame_read,medium(vision-read)
20,video_t20,9,1,video_frame_read,medium(vision-read)
20,video_t20,4,2,video_frame_read,medium(vision-read)
20,video_t20,7,3,video_frame_read,medium(vision-read)
20,video_t20,1,4,video_frame_read,medium(vision-read)
20,video_t20,5,5,video_frame_read,medium(vision-read)
20,video_t20,8,6,video_frame_read,medium(vision-read)
20,video_t20,6,7,video_frame_read,medium(vision-read)
20,video_t20,2,8,video_frame_read,medium(vision-read)
20,video_t20,3,9,video_frame_read,medium(vision-read)
25,video_t25,9,1,video_frame_read,medium(vision-read)
25,video_t25,4,2,video_frame_read,medium(vision-read)
25,video_t25,7,3,video_frame_read,medium(vision-read)
25,video_t25,1,4,video_frame_read,medium(vision-read)
25,video_t25,5,5,video_frame_read,medium(vision-read)
25,video_t25,8,6,video_frame_read,medium(vision-read)
25,video_t25,6,7,video_frame_read,medium(vision-read)
25,video_t25,2,8,video_frame_read,medium(vision-read)
25,video_t25,3,9,video_frame_read,medium(vision-read)
28,video_t28,9,1,video_frame_read,medium(vision-read)
28,video_t28,4,2,video_frame_read,medium(vision-read)
28,video_t28,7,3,video_frame_read,medium(vision-read)
28,video_t28,1,4,video_frame_read,medium(vision-read)
28,video_t28,5,5,video_frame_read,medium(vision-read)
28,video_t28,8,6,video_frame_read,medium(vision-read)
28,video_t28,6,7,video_frame_read,medium(vision-read)
28,video_t28,2,8,video_frame_read,medium(vision-read)
28,video_t28,3,9,video_frame_read,medium(vision-read)
31,video_t31,9,1,video_frame_read,medium(vision-read)
31,video_t31,4,2,video_frame_read,medium(vision-read)
31,video_t31,7,3,video_frame_read,medium(vision-read)
31,video_t31,1,4,video_frame_read,medium(vision-read)
31,video_t31,5,5,video_frame_read,medium(vision-read)
31,video_t31,8,6,video_frame_read,medium(vision-read)
31,video_t31,6,7,video_frame_read,medium(vision-read)
31,video_t31,2,8,video_frame_read,medium(vision-read)
31,video_t31,3,9,video_frame_read,medium(vision-read)
34,video_t34,9,1,video_frame_read,medium(vision-read)
34,video_t34,4,2,video_frame_read,medium(vision-read)
34,video_t34,7,3,video_frame_read,medium(vision-read)
34,video_t34,1,4,video_frame_read,medium(vision-read)
34,video_t34,5,5,video_frame_read,medium(vision-read)
34,video_t34,8,6,video_frame_read,medium(vision-read)
34,video_t34,6,7,video_frame_read,medium(vision-read)
34,video_t34,2,8,video_frame_read,medium(vision-read)
34,video_t34,3,9,video_frame_read,medium(vision-read)
37,video_t37,9,1,video_frame_read,medium(vision-read)
37,video_t37,4,2,video_frame_read,medium(vision-read)
37,video_t37,7,3,video_frame_read,medium(vision-read)
37,video_t37,1,4,video_frame_read,medium(vision-read)
37,video_t37,5,5,video_frame_read,medium(vision-read)
37,video_t37,8,6,video_frame_read,medium(vision-read)
37,video_t37,6,7,video_frame_read,medium(vision-read)
37,video_t37,2,8,video_frame_read,medium(vision-read)
37,video_t37,3,9,video_frame_read,medium(vision-read)
