t_sec,checkpoint,umaban,rank_official,source,confidence
20,video_t20,5,1,video_frame_read,medium(vision-read)
20,video_t20,9,2,video_frame_read,medium(vision-read)
20,video_t20,12,3,video_frame_read,medium(vision-read)
20,video_t20,13,4,video_frame_read,medium(vision-read)
20,video_t20,7,5,video_frame_read,medium(vision-read)
20,video_t20,10,6,video_frame_read,medium(vision-read)
20,video_t20,1,7,video_frame_read,medium(vision-read)
20,video_t20,6,8,video_frame_read,medium(vision-read)
20,video_t20,3,9,video_frame_read,medium(vision-read)
20,video_t20,2,10,video_frame_read,medium(vision-read)
20,video_t20,11,11,video_frame_read,medium(vision-read)
25,video_t25,12,1,video_frame_read,medium(vision-read)
25,video_t25,9,2,video_frame_read,medium(vision-read)
25,video_t25,5,3,video_frame_read,medium(vision-read)
25,video_t25,13,4,video_frame_read,medium(vision-read)
25,video_t25,7,5,video_frame_read,medium(vision-read)
25,video_t25,10,6,video_frame_read,medium(vision-read)
25,video_t25,1,7,video_frame_read,medium(vision-read)
25,video_t25,6,8,video_frame_read,medium(vision-read)
25,video_t25,3,9,video_frame_read,medium(vision-read)
25,video_t25,2,10,video_frame_read,medium(vision-read)
25,video_t25,11,11,video_frame_read,medium(vision-read)
56,video_t56,11,1,video_frame_read,medium(vision-read)
56,video_t56,3,2,video_frame_read,medium(vision-read)
56,video_t56,2,3,video_frame_read,medium(vision-read)
56,video_t56,1,4,video_frame_read,medium(vision-read)
56,video_t56,6,5,video_frame_read,medium(vision-read)
56,video_t56,5,6,video_frame_read,medium(vision-read)
56,video_t56,10,7,video_frame_read,medium(vision-read)
56,video_t56,7,8,video_frame_read,medium(vision-read)
56,video_t56,9,9,video_frame_read,medium(vision-read)
56,video_t56,13,10,video_frame_read,medium(vision-read)
56,video_t56,12,11,video_frame_read,medium(vision-read)
59,video_t59,11,1,video_frame_read,medium(vision-read)
59,video_t59,3,2,video_frame_read,medium(vision-read)
59,video_t59,2,3,video_frame_read,medium(vision-read)
59,video_t59,1,4,video_frame_read,medium(vision-read)
59,video_t59,6,5,video_frame_read,medium(vision-read)
59,video_t59,5,6,video_frame_read,medium(vision-read)
59,video_t59,10,7,video_frame_read,medium(vision-read)
59,video_t59,7,8,video_frame_read,medium(vision-read)
59,video_t59,9,9,video_frame_read,medium(vision-read)
59,video_t59,13,10,video_frame_read,medium(vision-read)
59,video_t59,12,11,video_frame_read,medium(vision-read)
62,video_t62,11,1,video_frame_read,medium(vision-read)
62,video_t62,3,2,video_frame_read,medium(vision-read)
62,video_t62,2,3,video_frame_read,medium(vision-read)
62,video_t62,1,4,video_frame_read,medium(vision-read)
62,video_t62,6,5,video_frame_read,medium(vision-read)
62,video_t62,5,6,video_frame_read,medium(vision-read)
62,video_t62,10,7,video_frame_read,medium(vision-read)
62,video_t62,7,8,video_frame_read,medium(vision-read)
62,video_t62,12,9,video_frame_read,medium(vision-read)
62,video_t62,9,10,video_frame_read,medium(vision-read)
62,video_t62,13,11,video_frame_read,medium(vision-read)
65,video_t65,11,1,video_frame_read,medium(vision-read)
65,video_t65,3,2,video_frame_read,medium(vision-read)
65,video_t65,2,3,video_frame_read,medium(vision-read)
65,video_t65,1,4,video_frame_read,medium(vision-read)
65,video_t65,6,5,video_frame_read,medium(vision-read)
65,video_t65,5,6,video_frame_read,medium(vision-read)
65,video_t65,10,7,video_frame_read,medium(vision-read)
65,video_t65,7,8,video_frame_read,medium(vision-read)
65,video_t65,12,9,video_frame_read,medium(vision-read)
65,video_t65,9,10,video_frame_read,medium(vision-read)
65,video_t65,13,11,video_frame_read,medium(vision-read)
68,video_t68,11,1,video_frame_read,medium(vision-read)
68,video_t68,3,2,video_frame_read,medium(vision-read)
68,video_t68,2,3,video_frame_read,medium(vision-read)
68,video_t68,1,4,video_frame_read,medium(vision-read)
68,video_t68,6,5,video_frame_read,medium(vision-read)
68,video_t68,5,6,video_frame_read,medium(vision-read)
68,video_t68,10,7,video_frame_read,medium(vision-read)
68,video_t68,7,8,video_frame_read,medium(vision-read)
68,video_t68,12,9,video_frame_read,medium(vision-read)
68,video_t68,9,10,video_frame_read,medium(vision-read)
68,video_t68,13,11,video_frame_read,medium(vision-read)
71,video_t71,11,1,video_frame_read,medium(vision-read)
71,video_t71,3,2,video_frame_read,medium(vision-read)
71,video_t71,2,3,video_frame_read,medium(vision-read)
71,video_t71,1,4,video_frame_read,medium(vision-read)
71,video_t71,6,5,video_frame_read,medium(vision-read)
71,video_t71,5,6,video_frame_read,medium(vision-read)
71,video_t71,10,7,video_frame_read,medium(vision-read)
71,video_t71,7,8,video_frame_read,medium(vision-read)
71,video_t71,12,9,video_frame_read,medium(vision-read)
71,video_t71,9,10,video_frame_read,medium(vision-read)
71,video_t71,13,11,video_frame_read,medium(vision-read)
74,video_t74,11,1,video_frame_read,medium(vision-read)
74,video_t74,3,2,video_frame_read,medium(vision-read)
74,video_t74,2,3,video_frame_read,medium(vision-read)
74,video_t74,1,4,video_frame_read,medium(vision-read)
74,video_t74,6,5,video_frame_read,medium(vision-read)
74,video_t74,5,6,video_frame_read,medium(vision-read)
74,video_t74,10,7,video_frame_read,medium(vision-read)
74,video_t74,7,8,video_frame_read,medium(vision-read)
74,video_t74,12,9,video_frame_read,medium(vision-read)
74,video_t74,9,10,video_frame_read,medium(vision-read)
74,video_t74,13,11,video_frame_read,medium(vision-read)
77,video_t77,11,1,video_frame_read,medium(vision-read)
77,video_t77,3,2,video_frame_read,medium(vision-read)
77,video_t77,2,3,video_frame_read,medium(vision-read)
77,video_t77,1,4,video_frame_read,medium(vision-read)
77,video_t77,6,5,video_frame_read,medium(vision-read)
77,video_t77,5,6,video_frame_read,medium(vision-read)
77,video_t77,10,7,video_frame_read,medium(vision-read)
77,video_t77,8,8,video_frame_read,medium(vision-read)
77,video_t77,7,9,video_frame_read,medium(vision-read)
77,video_t77,12,10,video_frame_read,medium(vision-read)
77,video_t77,9,11,video_frame_read,medium(vision-read)
77,video_t77,13,12,video_frame_read,medium(vision-read)
80,video_t80,11,1,video_frame_read,medium(vision-read)
80,video_t80,3,2,video_frame_read,medium(vision-read)
80,video_t80,2,3,video_frame_read,medium(vision-read)
80,video_t80,1,4,video_frame_read,medium(vision-read)
80,video_t80,6,5,video_frame_read,medium(vision-read)
80,video_t80,5,6,video_frame_read,medium(vision-read)
80,video_t80,10,7,video_frame_read,medium(vision-read)
80,video_t80,8,8,video_frame_read,medium(vision-read)
80,video_t80,7,9,video_frame_read,medium(vision-read)
80,video_t80,13,10,video_frame_read,medium(vision-read)
80,video_t80,12,11,video_frame_read,medium(vision-read)
80,video_t80,9,12,video_frame_read,medium(vision-read)
83,video_t83,11,1,video_frame_read,medium(vision-read)
83,video_t83,3,2,video_frame_read,medium(vision-read)
83,video_t83,2,3,video_frame_read,medium(vision-read)
83,video_t83,1,4,video_frame_read,medium(vision-read)
83,video_t83,6,5,video_frame_read,medium(vision-read)
83,video_t83,5,6,video_frame_read,medium(vision-read)
83,video_t83,10,7,video_frame_read,medium(vision-read)
83,video_t83,8,8,video_frame_read,medium(vision-read)
83,video_t83,13,9,video_frame_read,medium(vision-read)
83,video_t83,7,10,video_frame_read,medium(vision-read)
83,video_t83,12,11,video_frame_read,medium(vision-read)
83,video_t83,9,12,video_frame_read,medium(vision-read)
86,video_t86,11,1,video_frame_read,medium(vision-read)
86,video_t86,3,2,video_frame_read,medium(vision-read)
86,video_t86,2,3,video_frame_read,medium(vision-read)
86,video_t86,1,4,video_frame_read,medium(vision-read)
86,video_t86,6,5,video_frame_read,medium(vision-read)
86,video_t86,10,6,video_frame_read,medium(vision-read)
86,video_t86,5,7,video_frame_read,medium(vision-read)
86,video_t86,13,8,video_frame_read,medium(vision-read)
86,video_t86,7,9,video_frame_read,medium(vision-read)
86,video_t86,12,10,video_frame_read,medium(vision-read)
86,video_t86,9,11,video_frame_read,medium(vision-read)
89,video_t89,11,1,video_frame_read,medium(vision-read)
89,video_t89,3,2,video_frame_read,medium(vision-read)
89,video_t89,2,3,video_frame_read,medium(vision-read)
89,video_t89,8,4,video_frame_read,medium(vision-read)
89,video_t89,6,5,video_frame_read,medium(vision-read)
89,video_t89,1,6,video_frame_read,medium(vision-read)
89,video_t89,5,7,video_frame_read,medium(vision-read)
89,video_t89,10,8,video_frame_read,medium(vision-read)
89,video_t89,13,9,video_frame_read,medium(vision-read)
89,video_t89,7,10,video_frame_read,medium(vision-read)
89,video_t89,12,11,video_frame_read,medium(vision-read)
89,video_t89,9,12,video_frame_read,medium(vision-read)
92,video_t92,11,1,video_frame_read,medium(vision-read)
92,video_t92,3,2,video_frame_read,medium(vision-read)
92,video_t92,8,3,video_frame_read,medium(vision-read)
92,video_t92,2,4,video_frame_read,medium(vision-read)
92,video_t92,6,5,video_frame_read,medium(vision-read)
92,video_t92,1,6,video_frame_read,medium(vision-read)
92,video_t92,5,7,video_frame_read,medium(vision-read)
92,video_t92,10,8,video_frame_read,medium(vision-read)
92,video_t92,13,9,video_frame_read,medium(vision-read)
92,video_t92,12,10,video_frame_read,medium(vision-read)
92,video_t92,7,11,video_frame_read,medium(vision-read)
92,video_t92,9,12,video_frame_read,medium(vision-read)
95,video_t95,11,1,video_frame_read,medium(vision-read)
95,video_t95,3,2,video_frame_read,medium(vision-read)
95,video_t95,8,3,video_frame_read,medium(vision-read)
95,video_t95,2,4,video_frame_read,medium(vision-read)
95,video_t95,6,5,video_frame_read,medium(vision-read)
95,video_t95,1,6,video_frame_read,medium(vision-read)
95,video_t95,10,7,video_frame_read,medium(vision-read)
95,video_t95,5,8,video_frame_read,medium(vision-read)
95,video_t95,13,9,video_frame_read,medium(vision-read)
95,video_t95,12,10,video_frame_read,medium(vision-read)
95,video_t95,7,11,video_frame_read,medium(vision-read)
95,video_t95,9,12,video_frame_read,medium(vision-read)
98,video_t98,11,1,video_frame_read,medium(vision-read)
98,video_t98,3,2,video_frame_read,medium(vision-read)
98,video_t98,8,3,video_frame_read,medium(vision-read)
98,video_t98,2,4,video_frame_read,medium(vision-read)
98,video_t98,6,5,video_frame_read,medium(vision-read)
98,video_t98,1,6,video_frame_read,medium(vision-read)
98,video_t98,10,7,video_frame_read,medium(vision-read)
98,video_t98,5,8,video_frame_read,medium(vision-read)
98,video_t98,13,9,video_frame_read,medium(vision-read)
98,video_t98,7,10,video_frame_read,medium(vision-read)
98,video_t98,12,11,video_frame_read,medium(vision-read)
98,video_t98,9,12,video_frame_read,medium(vision-read)
101,video_t101,11,1,video_frame_read,medium(vision-read)
101,video_t101,3,2,video_frame_read,medium(vision-read)
101,video_t101,8,3,video_frame_read,medium(vision-read)
101,video_t101,2,4,video_frame_read,medium(vision-read)
101,video_t101,6,5,video_frame_read,medium(vision-read)
101,video_t101,1,6,video_frame_read,medium(vision-read)
101,video_t101,10,7,video_frame_read,medium(vision-read)
101,video_t101,5,8,video_frame_read,medium(vision-read)
101,video_t101,13,9,video_frame_read,medium(vision-read)
101,video_t101,12,10,video_frame_read,medium(vision-read)
101,video_t101,7,11,video_frame_read,medium(vision-read)
101,video_t101,9,12,video_frame_read,medium(vision-read)
104,video_t104,11,1,video_frame_read,medium(vision-read)
104,video_t104,3,2,video_frame_read,medium(vision-read)
104,video_t104,8,3,video_frame_read,medium(vision-read)
104,video_t104,2,4,video_frame_read,medium(vision-read)
104,video_t104,6,5,video_frame_read,medium(vision-read)
104,video_t104,1,6,video_frame_read,medium(vision-read)
104,video_t104,10,7,video_frame_read,medium(vision-read)
104,video_t104,5,8,video_frame_read,medium(vision-read)
104,video_t104,13,9,video_frame_read,medium(vision-read)
104,video_t104,12,10,video_frame_read,medium(vision-read)
104,video_t104,9,11,video_frame_read,medium(vision-read)
104,video_t104,7,12,video_frame_read,medium(vision-read)
107,video_t107,11,1,video_frame_read,medium(vision-read)
107,video_t107,3,2,video_frame_read,medium(vision-read)
107,video_t107,8,3,video_frame_read,medium(vision-read)
107,video_t107,2,4,video_frame_read,medium(vision-read)
107,video_t107,6,5,video_frame_read,medium(vision-read)
107,video_t107,1,6,video_frame_read,medium(vision-read)
107,video_t107,10,7,video_frame_read,medium(vision-read)
107,video_t107,5,8,video_frame_read,medium(vision-read)
107,video_t107,9,9,video_frame_read,medium(vision-read)
107,video_t107,12,10,video_frame_read,medium(vision-read)
107,video_t107,13,11,video_frame_read,medium(vision-read)
107,video_t107,7,12,video_frame_read,medium(vision-read)
110,video_t110,11,1,video_frame_read,medium(vision-read)
110,video_t110,3,2,video_frame_read,medium(vision-read)
110,video_t110,8,3,video_frame_read,medium(vision-read)
110,video_t110,2,4,video_frame_read,medium(vision-read)
110,video_t110,6,5,video_frame_read,medium(vision-read)
110,video_t110,1,6,video_frame_read,medium(vision-read)
110,video_t110,10,7,video_frame_read,medium(vision-read)
110,video_t110,5,8,video_frame_read,medium(vision-read)
110,video_t110,9,9,video_frame_read,medium(vision-read)
110,video_t110,12,10,video_frame_read,medium(vision-read)
110,video_t110,13,11,video_frame_read,medium(vision-read)
110,video_t110,7,12,video_frame_read,medium(vision-read)
113,video_t113,12,1,video_frame_read,medium(vision-read)
113,video_t113,7,2,video_frame_read,medium(vision-read)
113,video_t113,13,3,video_frame_read,medium(vision-read)
113,video_t113,9,4,video_frame_read,medium(vision-read)
113,video_t113,5,5,video_frame_read,medium(vision-read)
113,video_t113,10,6,video_frame_read,medium(vision-read)
113,video_t113,1,7,video_frame_read,medium(vision-read)
113,video_t113,6,8,video_frame_read,medium(vision-read)
113,video_t113,2,9,video_frame_read,medium(vision-read)
