t_sec,checkpoint,umaban,rank_official,source,confidence
15,video_t15,1,1,video_frame_read,medium(vision-read)
15,video_t15,3,2,video_frame_read,medium(vision-read)
15,video_t15,8,3,video_frame_read,medium(vision-read)
15,video_t15,7,4,video_frame_read,medium(vision-read)
15,video_t15,2,5,video_frame_read,medium(vision-read)
15,video_t15,5,6,video_frame_read,medium(vision-read)
15,video_t15,6,7,video_frame_read,medium(vision-read)
15,video_t15,4,8,video_frame_read,medium(vision-read)
20,video_t20,1,1,video_frame_read,medium(vision-read)
20,video_t20,3,2,video_frame_read,medium(vision-read)
20,video_t20,2,3,video_frame_read,medium(vision-read)
20,video_t20,7,4,video_frame_read,medium(vision-read)
20,video_t20,5,5,video_frame_read,medium(vision-read)
20,video_t20,6,6,video_frame_read,medium(vision-read)
20,video_t20,8,7,video_frame_read,medium(vision-read)
20,video_t20,4,8,video_frame_read,medium(vision-read)
25,video_t25,4,1,video_frame_read,medium(vision-read)
25,video_t25,6,2,video_frame_read,medium(vision-read)
25,video_t25,8,3,video_frame_read,medium(vision-read)
25,video_t25,2,4,video_frame_read,medium(vision-read)
25,video_t25,7,5,video_frame_read,medium(vision-read)
25,video_t25,3,6,video_frame_read,medium(vision-read)
25,video_t25,1,7,video_frame_read,medium(vision-read)
54,video_t54,6,1,video_frame_read,medium(vision-read)
54,video_t54,5,2,video_frame_read,medium(vision-read)
54,video_t54,2,3,video_frame_read,medium(vision-read)
54,video_t54,7,4,video_frame_read,medium(vision-read)
54,video_t54,8,5,video_frame_read,medium(vision-read)
54,video_t54,4,6,video_frame_read,medium(vision-read)
54,video_t54,1,7,video_frame_read,medium(vision-read)
54,video_t54,3,8,video_frame_read,medium(vision-read)
57,video_t57,6,1,video_frame_read,medium(vision-read)
57,video_t57,5,2,video_frame_read,medium(vision-read)
57,video_t57,2,3,video_frame_read,medium(vision-read)
57,video_t57,7,4,video_frame_read,medium(vision-read)
57,video_t57,8,5,video_frame_read,medium(vision-read)
57,video_t57,4,6,video_frame_read,medium(vision-read)
57,video_t57,1,7,video_frame_read,medium(vision-read)
57,video_t57,3,8,video_frame_read,medium(vision-read)
60,video_t60,6,1,video_frame_read,medium(vision-read)
60,video_t60,5,2,video_frame_read,medium(vision-read)
60,video_t60,2,3,video_frame_read,medium(vision-read)
60,video_t60,7,4,video_frame_read,medium(vision-read)
60,video_t60,8,5,video_frame_read,medium(vision-read)
60,video_t60,1,6,video_frame_read,medium(vision-read)
60,video_t60,4,7,video_frame_read,medium(vision-read)
60,video_t60,3,8,video_frame_read,medium(vision-read)
63,video_t63,6,1,video_frame_read,medium(vision-read)
63,video_t63,5,2,video_frame_read,medium(vision-read)
63,video_t63,2,3,video_frame_read,medium(vision-read)
63,video_t63,7,4,video_frame_read,medium(vision-read)
63,video_t63,8,5,video_frame_read,medium(vision-read)
63,video_t63,1,6,video_frame_read,medium(vision-read)
63,video_t63,4,7,video_frame_read,medium(vision-read)
63,video_t63,3,8,video_frame_read,medium(vision-read)
66,video_t66,6,1,video_frame_read,medium(vision-read)
66,video_t66,5,2,video_frame_read,medium(vision-read)
66,video_t66,2,3,video_frame_read,medium(vision-read)
66,video_t66,7,4,video_frame_read,medium(vision-read)
66,video_t66,8,5,video_frame_read,medium(vision-read)
66,video_t66,1,6,video_frame_read,medium(vision-read)
66,video_t66,4,7,video_frame_read,medium(vision-read)
66,video_t66,3,8,video_frame_read,medium(vision-read)
69,video_t69,6,1,video_frame_read,medium(vision-read)
69,video_t69,5,2,video_frame_read,medium(vision-read)
69,video_t69,2,3,video_frame_read,medium(vision-read)
69,video_t69,7,4,video_frame_read,medium(vision-read)
69,video_t69,8,5,video_frame_read,medium(vision-read)
69,video_t69,1,6,video_frame_read,medium(vision-read)
69,video_t69,4,7,video_frame_read,medium(vision-read)
69,video_t69,3,8,video_frame_read,medium(vision-read)
72,video_t72,6,1,video_frame_read,medium(vision-read)
72,video_t72,5,2,video_frame_read,medium(vision-read)
72,video_t72,2,3,video_frame_read,medium(vision-read)
72,video_t72,7,4,video_frame_read,medium(vision-read)
72,video_t72,8,5,video_frame_read,medium(vision-read)
72,video_t72,1,6,video_frame_read,medium(vision-read)
72,video_t72,4,7,video_frame_read,medium(vision-read)
72,video_t72,3,8,video_frame_read,medium(vision-read)
75,video_t75,6,1,video_frame_read,medium(vision-read)
75,video_t75,5,2,video_frame_read,medium(vision-read)
75,video_t75,2,3,video_frame_read,medium(vision-read)
75,video_t75,7,4,video_frame_read,medium(vision-read)
75,video_t75,8,5,video_frame_read,medium(vision-read)
75,video_t75,1,6,video_frame_read,medium(vision-read)
75,video_t75,4,7,video_frame_read,medium(vision-read)
75,video_t75,3,8,video_frame_read,medium(vision-read)
78,video_t78,6,1,video_frame_read,medium(vision-read)
78,video_t78,5,2,video_frame_read,medium(vision-read)
78,video_t78,2,3,video_frame_read,medium(vision-read)
78,video_t78,7,4,video_frame_read,medium(vision-read)
78,video_t78,8,5,video_frame_read,medium(vision-read)
78,video_t78,1,6,video_frame_read,medium(vision-read)
78,video_t78,4,7,video_frame_read,medium(vision-read)
78,video_t78,3,8,video_frame_read,medium(vision-read)
81,video_t81,5,1,video_frame_read,medium(vision-read)
81,video_t81,6,2,video_frame_read,medium(vision-read)
81,video_t81,7,3,video_frame_read,medium(vision-read)
81,video_t81,2,4,video_frame_read,medium(vision-read)
81,video_t81,8,5,video_frame_read,medium(vision-read)
81,video_t81,4,6,video_frame_read,medium(vision-read)
81,video_t81,1,7,video_frame_read,medium(vision-read)
81,video_t81,3,8,video_frame_read,medium(vision-read)
